position_0based	gene
1167	PARG
1168	TEN1
1169	PSMC3IP
1170	MND1
1171	CENPQ
1172	PHC2
1173	ANKRD28
1174	CBFA2T2
1175	MBD4
1176	SCMH1
1177	CBX8
1178	RING1
1179	PNKP
1180	CHMP4A
1181	CEBPD
1182	CHMP4C
1183	CHMP2B
1184	CHMP6
1185	VPS28
1186	DSG2
1187	VPS37A
1188	VPS37C
1189	TSG101
1190	UBAP1
1191	ATG4A
1192	VPS4B
1193	CHMP5
1194	RRAGC
1195	TSC1
1196	ATG12
1197	SPAST
1198	ATG16L1
1199	ANKLE2
1200	NELFA
1201	SAT1
1202	TMEM158
1203	GDF15
1204	KLF6
1205	PTMA
1206	HSPE1
1207	MALAT1
1208	RAB11FIP1
1209	EIF1
1210	GAS5
1211	CLIC1
1212	SNHG1
1213	UBALD2
1214	MBNL2
1215	RSRC2
1216	IRF2BP2
1217	SMIM14
1218	NME4
1219	H3F3B
1220	TFAP2A
1221	MCRIP1
1222	SPCS2
1223	PAX6
1224	SPCS3
1225	SEC11A
1226	KDM5B
1227	ATAD2
1228	KLF9
1229	CLDN15
1230	TGIF2
1231	ING2
1232	MPHOSPH8
1233	POMT1
1234	PRKCSH
1235	BANP
1236	ZBTB33
1237	PCSK7
1238	MTBP
1239	HOXC8
1240	P4HB
1241	PPIB
1242	PDIA6
1243	HYOU1
1244	DNAJB11
1245	CNN2
1246	CALU
1247	NUCB1
1248	CST3
1249	GAS6
1250	CTSZ
1251	DNAJC10
1252	MFGE8
1253	GSTO1
1254	APOBR
1255	AIP
1256	LGALS1
1257	IGFBP2
1258	EXOC3
1259	ADAM15
1260	VAMP3
1261	IGF2R
1262	PICALM
1263	LNPEP
1264	FAM91A1
1265	STX16
1266	TMF1
1267	RHOBTB3
1268	VPS54
1269	GOLGA4
1270	STX6
1271	ARHGAP18
1272	FNBP1
1273	HIP1
1274	SENP1
1275	FAM13B
1276	PKN2
1277	SLK
1278	ADD3
1279	OSBPL11
1280	DCTN3
1281	CSNK1D
1282	CCP110
1283	DCTN5
1284	SDCCAG8
1285	CEP57
1286	SFI1
1287	HAUS4
1288	CEP76
1289	CEP290
1290	CEP78
1291	OFD1
1292	CEP70
1293	NEDD1
1294	ACTR1A
1295	HAUS2
1296	TUBGCP6
1297	GTSE1
1298	NUMA1
1299	TUBGCP3
1300	RAD9A
1301	HUS1
1302	TP53BP1
1303	PPP4R2
1304	CCNG1
1305	UIMC1
1306	TAF4
1307	TAF13
1308	TAF4B
1309	TAF9B
1310	TAF9
1311	TAF12
1312	TAF6
1313	HIPK1
1314	ERCC1
1315	POLK
1316	ABRAXAS1
1317	ERCC4
1318	XRCC1
1319	PIN1
1320	YWHAH
1321	PPP1R14A
1322	BST2
1323	BAX
1324	EXOC4
1325	IL17RA
1326	PXN
1327	ATP6V0E1
1328	MGAT1
1329	BID
1330	ATP6V0C
1331	ATP6V0D1
1332	SEC24C
1333	PPIG
1334	EXOC2
1335	DBNL
1336	UVRAG
1337	GSK3A
1338	KIFAP3
1339	PARP6
1340	PML
1341	TOPORS
1342	PIAS2
1343	SP100
1344	FOXL2
1345	SMC5
1346	SETD1B
1347	HNRNPH2
1348	PIP4P1
1349	RBM22
1350	MKRN1
1351	PPIL4
1352	RNF146
