condition,source_coverage,n_true_cells,n_pred_cells,mean_pcc,mean_spearman,pcc_delta,spearman_delta,topk_de_overlap,auprc,pra_all_genes,pra_top100_true_de,true_range_mean,pred_range_mean,range_width_ratio
COX11,3,103,445,0.9507044289450293,0.8082487204494413,0.16773540859924554,0.17090760907916294,0.14,0.10396386462028925,0.9115643687141045,0.8588364280346147,0.43106475128772215,0.5206863366903156,1.2079074502282823
COX17,1,129,71,0.9367349954612308,0.7775560026893266,0.10351162042001293,0.06482959666578388,0.2,0.1368765987432365,0.8695054161982385,0.7612645104054137,0.4397932984921771,0.5083861976933081,1.1559661956574565
COX7C,2,154,146,0.95259776613269,0.80949307993904,0.22982532742386869,0.19196237907963426,0.21,0.13955502508554635,0.8959471014243464,0.8271862457314131,0.44216639882215897,0.5151730812819305,1.1651113042581558
CPSF1,3,48,229,0.9453726940197678,0.7765064482538432,0.24439787562247822,0.22985869620980254,0.3,0.18459156828233983,0.8513728329824807,0.8353932915494796,0.45122795223674106,0.5378740624766931,1.1920228963879955
CPSF3,3,575,699,0.949358363441413,0.8106170456639515,0.3483144194085581,0.36396625950866357,0.37,0.24310876901293407,0.908218120807761,0.8358139898850899,0.4614096723888114,0.5554035851380708,1.2037102955070944
CPSF4,3,57,203,0.9453274050763253,0.7862158081382667,0.3760289340022389,0.3472308813268784,0.31,0.27636080271137203,0.8145113611712107,0.8126098342981943,0.484055798273169,0.5504236699288673,1.1371078716986383
CPSF6,3,43,106,0.9302320620355529,0.7727176933953073,0.3557381417084049,0.30925689006521456,0.2,0.15059870105723358,0.8618213210922876,0.8587405677203441,0.4609567593125214,0.5422391049332721,1.1763339667231192
CSE1L,3,373,507,0.9059864438594469,0.7100008490185308,0.47001164943599466,0.3562840830305051,0.35,0.2622526577484081,0.8388156764058997,0.7576919552249386,0.46693351968171565,0.4997394734749079,1.0702582738394357
CSNK1A1,2,131,109,0.9469345668271659,0.8015504416787158,0.20252347320533165,0.16687435624464428,0.21,0.15572775138022615,0.8541777215022107,0.8157514795395541,0.46491713773432525,0.527906664572923,1.1354854669171996
CSNK2B,3,103,295,0.9438245332320134,0.799202332019902,0.29768821565840387,0.2793725634794447,0.2,0.1540308418337509,0.8799585414487937,0.8334338879185892,0.4578174618155048,0.5455374232908992,1.1916046391316941
CSTF3,3,59,174,0.9330020458901208,0.7599669550379411,0.3071008555618248,0.25049481239568777,0.34,0.24344004877592493,0.825757780296495,0.8097410711216724,0.45830841632493224,0.5345797627524148,1.1664192322167946
CTR9,1,197,38,0.890304217865664,0.6743352686914502,0.3760281990929542,0.41489155742528244,0.24,0.18884355586876228,0.6644668586166534,0.6975543517531625,0.48749501116502686,0.47565991167236943,0.9757226043778383
CUL2,3,84,201,0.9433462784898121,0.7854718872347152,0.17797201980563065,0.07359774109408627,0.28,0.18718318816585483,0.9059581174213217,0.8129769817272126,0.4322487379413161,0.5308955153872688,1.2282175897924068
CUL7,2,33,89,0.9017072169951188,0.6732384294022159,0.2987061934849478,0.20415383045209504,0.24,0.1416460704710553,0.7944168792378711,0.8136387126252465,0.4566097975995277,0.5231161258670198,1.145652408600522
CWC15,3,144,127,0.9399784042020598,0.7669919442746089,0.4067881445832827,0.35442661152944344,0.32,0.2242403597763185,0.8401097156624624,0.761670594877481,0.44181476454928464,0.5032951846612098,1.1391542647586743
CWC22,1,28,31,0.9119495923345053,0.6580931348170878,0.4025002628128592,0.32507686278993586,0.26,0.21448412724901061,0.7156512593732134,0.7162692559127422,0.4501403968554515,0.45998420806374923,1.0218682905564147
CWF19L2,3,187,183,0.9459631109414027,0.7950787924111605,0.2661658450931364,0.1845637083543286,0.25,0.1821274115468061,0.8940585803968055,0.754503335851256,0.4654754577324613,0.531252734928541,1.141311995488205
CXXC1,2,115,241,0.9352824159761574,0.7965089617240326,0.26692910329283587,0.22431779049400496,0.24,0.1940575383528545,0.9037745456938032,0.7655802530780421,0.45667880758251966,0.5406441517832171,1.1838608031902538
CYCS,1,162,71,0.9388921787456115,0.7770423640865666,0.20871129312712705,0.14666221636885238,0.26,0.15706873386544198,0.8745134514291087,0.7541164074198632,0.4334684817040415,0.5095534950565893,1.1755260297085128
DAD1,2,71,108,0.9407637786217627,0.7861034512148533,0.2489166133363106,0.10667883018096772,0.27,0.20782373646448477,0.8712717411013327,0.7882681324944469,0.43885787527537007,0.529726444508409,1.2070569135974887
DAP3,2,141,147,0.9534336009398272,0.8145355921465622,0.1431101946543414,0.1416232568589261,0.22,0.1646449563868674,0.8938134342614866,0.7528542792380323,0.44255637746473203,0.515223229528896,1.164197928495507
DARS,3,60,101,0.9391731601724226,0.7345289949624954,0.4851043938489966,0.3550328091343078,0.34,0.2935235699410771,0.8326026066480712,0.807747459153079,0.4524350886137574,0.5046053683843135,1.115309952588567
DDB1,3,85,218,0.9368329879521874,0.7722271783853378,0.2967016111889092,0.1521153173958502,0.22,0.1733245122042118,0.8888946008598145,0.8552295940078853,0.4551354622268308,0.5423956440855041,1.191723513510686
DDX10,3,97,245,0.933388355654401,0.7643182393263467,0.26244132963167077,0.04659738501575638,0.37,0.25398183323016926,0.8938056321200041,0.8101111209789983,0.45767044429189413,0.5542825302815949,1.2110952871956278
DDX18,2,112,140,0.9243900552665428,0.7642842439457229,0.4218245922703218,0.2173463034427602,0.43,0.3434727553715802,0.8743138063034087,0.804913605719608,0.4934099935848702,0.5587186972679559,1.1323619164763288
DDX23,3,126,367,0.9329539786664819,0.751572273724484,0.3690712561271776,0.2912118780079463,0.22,0.16655470415669044,0.842206591198987,0.7983634754519747,0.4577778473380855,0.49010754132327733,1.0706230838100916
DDX41,2,259,61,0.9318311407402594,0.7366717772636474,0.46952884706213066,0.4487313622653045,0.28,0.23206271850221877,0.7610469896725416,0.7132523595275166,0.4522526567019435,0.4730717697689812,1.0460342295355851
DDX46,3,132,297,0.9410425562520659,0.7782310044122551,0.3753789287286204,0.2748135699069734,0.29,0.21810248435622126,0.9028491924468768,0.7748797878445647,0.4466434487295038,0.538331502035865,1.2052824048227904
DDX47,1,313,93,0.8075302002632516,0.5863907891548293,0.16468422861616938,0.06335001345792572,0.18,0.12020545566320107,0.7444601750691145,0.6098908079013164,0.4892401744071439,0.4718679605634229,0.9644914207838988
DDX5,3,130,437,0.934769525724692,0.7852824153837797,0.023907000018777803,0.056491224501886074,0.12,0.09776263788061643,0.9000493943049694,0.8118001243086468,0.4274871360043816,0.5167940308199863,1.2089112752285875
DDX52,3,106,339,0.9386181908547006,0.7945932874618192,0.23167430114478277,0.030810510885908388,0.38,0.2681719127976076,0.9174738451975443,0.8161478764934766,0.47058091018802367,0.5719449100175733,1.2154018267231255
DDX55,3,150,595,0.9493682657980975,0.8073471508470722,0.10917929062930752,0.06884475713150129,0.18,0.12671644436654472,0.9195722009652195,0.8577625279351505,0.4244114821085479,0.5261837469933995,1.2397961807754778
DDX59,2,152,90,0.9312355553331362,0.7700865734147215,0.09913295908697116,0.08994027890453773,0.15,0.10333955012885157,0.877711153475382,0.8103417816665041,0.43894563317143304,0.5114926194803244,1.1652755356784752
DENR,3,228,176,0.9382354992362287,0.7893931399510904,0.2207179581875047,0.2233204129310626,0.18,0.12870446431896715,0.9089859437475464,0.8225814478214253,0.44003850387404886,0.5101604780320051,1.1593541518459611
DHX16,3,305,220,0.9502784543122607,0.7962787005905502,0.5058516210605156,0.4513200260815825,0.32,0.2889688245068872,0.8553183482507805,0.7807139636724476,0.4837417514439061,0.5414704953286983,1.1193379163967143
DHX33,3,127,187,0.9432519443428545,0.7998562574306765,0.18485754612262686,0.04940257074881388,0.23,0.18472517374129524,0.8865772303677182,0.7741492013135072,0.4689593523296224,0.5323737752181533,1.135223684571539
DHX36,3,248,216,0.941568034288468,0.7996259923138515,0.32204333697040116,0.27677745005392956,0.31,0.19392730728833876,0.9282926937095621,0.7735167996228242,0.4612888694747501,0.5568327983410091,1.2071238287275659
DHX37,3,202,290,0.9388430710517075,0.7917002155340721,0.20889438980659253,0.02422415941907474,0.26,0.19337965228937787,0.902369850867387,0.8272719826744737,0.47088482562443673,0.548840474058165,1.1655513886539837
DIS3,1,40,49,0.9100230259135513,0.7324747660185801,0.3270747125596899,0.1839359691550587,0.37,0.2967350153312767,0.8187526291149646,0.7374559525606813,0.46410392656175514,0.5623412721765925,1.2116709811655855
DKC1,3,51,153,0.9385014684598254,0.7796151473225079,0.20628922955383622,0.040187655185826524,0.28,0.20022679390172948,0.8623214446284774,0.8312284901848234,0.45949193471175814,0.5667494853527281,1.2334263785804847
DLD,3,283,216,0.9301735185638521,0.7538065249031907,0.38926406745930275,0.26863207196976413,0.28,0.21881476970382233,0.884262551445384,0.8289902176437771,0.458965393511005,0.5154089916292978,1.1229800496649838
DMAP1,3,71,100,0.9264592581722277,0.755923536692596,0.3022774334250262,0.3032155912199578,0.32,0.2548586649392817,0.8370241581893044,0.7512529355961567,0.4393394818942914,0.5137036981332276,1.169263650573049
DNAJC17,3,30,212,0.9503772259086714,0.7915702443975362,0.46248683444779554,0.3839051481635777,0.31,0.2417044175117657,0.8675250532155693,0.8158280725044436,0.43926633188950004,0.5242685905219832,1.1935095875246138
DNAJC8,3,260,340,0.9429063328433155,0.7964025887190644,0.11016319454481245,0.04377826711459483,0.15,0.11169219362074627,0.9037240791631335,0.8123710913965156,0.4473437309958627,0.5138988686063125,1.1487784929376386
DNM1L,2,144,78,0.9516972363169762,0.7974628764998278,0.1469504630900989,0.13426742281271492,0.2,0.1612501422173392,0.8739703427386455,0.7789710813875306,0.44109427477577656,0.4980798926159988,1.1291914445665283
DNMT1,3,146,337,0.927582397646666,0.7706021213455865,-0.022711364416368104,-0.012430943707514183,0.17,0.13490329939739723,0.9145503153387955,0.8214760102636448,0.4311271947241768,0.5730406294574604,1.3291683363476814
DNTTIP2,2,235,117,0.928197913731302,0.7657267777208385,0.43458947112150587,0.19842562159826763,0.48,0.389936846192548,0.8870719592247833,0.7979001971897084,0.4892027915222014,0.5667553303065335,1.1585283823866501
DR1,3,103,115,0.9357049174866361,0.7771816885328547,0.07956172339085246,0.10461453273879603,0.14,0.12282081457023988,0.8998007658285216,0.8126236749444817,0.4129936628870506,0.5245780234689645,1.2701841648126921
DSN1,2,234,64,0.9126833865428529,0.7212240271220877,0.5022995380338546,0.3877036342832994,0.35,0.28516740597640927,0.7886310769767746,0.7080696537113687,0.5031174382268228,0.4802315086055201,0.9545117353771739
DTL,3,87,132,0.9347149241638193,0.7550806170898212,0.4059735526813221,0.2580017140730669,0.36,0.2701635431223087,0.8793843228321876,0.7967657667378635,0.44258711970809117,0.4971295641259533,1.1232354733266547
DUT,2,46,77,0.9225923159694566,0.7388622107997534,0.28543017459675235,0.17643450489513876,0.27,0.21725994125808573,0.8762175727159658,0.743719827153144,0.4172458669264092,0.49735256368049874,1.1919891631864301
DYNC1H1,3,217,61,0.9363490100579355,0.7690528988833076,0.3954919446609985,0.2868871921984808,0.36,0.24679379431209483,0.8568519398205485,0.7770414869051884,0.481332292357073,0.5089378265890699,1.0573523200018229
DYNC1I2,3,239,137,0.9364459511205222,0.778378032969747,0.3980294943438785,0.3007371522371526,0.38,0.28284985804487395,0.8828294164541913,0.7864725332664881,0.4773949543538733,0.5205205839971939,1.090335304859549
EBNA1BP2,3,68,120,0.9224554649286564,0.733657692277532,0.23480649493507968,0.11694807659251522,0.3,0.20657252522974942,0.8732926131570989,0.7713274835363957,0.4288078743715489,0.5037329680595308,1.1747287921204865
ECD,2,69,81,0.9183115705481287,0.7126501484912684,0.2725238678684073,0.21303624663058218,0.22,0.1580326043270702,0.7854620250139664,0.7411398335783019,0.4632212637316855,0.4573513932330512,0.9873281284096759
EEF2,3,196,214,0.9368406276752153,0.7941600111410887,0.34922383485598296,0.18946387994086544,0.34,0.2317669708237871,0.8862485818508137,0.8114469489817187,0.4705037216640351,0.5362308138025691,1.1396951346295945
EIF1AX,2,95,119,0.9287075900917315,0.7173989463803158,0.39327053906151344,0.288229304184982,0.32,0.2155195160637979,0.7914551679124516,0.8136260928629504,0.4412961009365279,0.45379812017545496,1.0283302048875869
EIF2B1,3,162,526,0.950854346001154,0.797517693258941,0.4315840128026286,0.337761666074197,0.26,0.2004718550873506,0.8982740045808696,0.8322305710455058,0.4539062654830711,0.5400524367011532,1.1897884340250657
EIF2B5,3,412,351,0.9453215461432495,0.7775718928389123,0.6003417911726426,0.5135919656088082,0.35,0.2847489976539204,0.8603044262756185,0.8452316398558822,0.4915072715485599,0.5250159925947895,1.0681754112383766
EIF2S1,3,208,172,0.9274212580533393,0.7382763257937632,0.6520242667606346,0.5301706134272299,0.41,0.34454204827903195,0.8001237930103893,0.8544517523651275,0.5373781028717117,0.547257054221943,1.0183835945558684
EIF2S2,3,76,117,0.9299815618515759,0.7358110713493927,0.4042333261030579,0.29043669772209885,0.28,0.20363028188021653,0.8365557794926135,0.8116673352954663,0.4678941935318609,0.5108268828835864,1.0917572370584026
EIF2S3,3,46,134,0.9252953835029066,0.735519507020003,0.5904564592720487,0.45338324866870006,0.42,0.34626604824678786,0.7850814139428665,0.8563320111988054,0.5212568824506212,0.5409031852048451,1.037690231129337
EIF3B,3,23,338,0.9272609618661102,0.7410680716381395,0.4266836859418413,0.2818609786638235,0.33,0.26157064960028564,0.7950482871101044,0.8095194326597004,0.4606560065631081,0.5049293408814934,1.0961092935433745
EIF3CL,1,44,337,0.8663147104704425,0.616653984889839,0.19582803315002198,0.10806155566828048,0.28,0.16781074236258778,0.7294138300590021,0.5729772119093738,0.4290488624247347,0.41859952794623567,0.9756453281896642
EIF3D,2,144,97,0.9358664776903441,0.7529984389679474,0.5532486387987808,0.4990086730358323,0.43,0.35746491556683724,0.8166842909524049,0.773672251419027,0.4598987180446243,0.4972267970264955,1.081165845229842
EIF3E,3,171,104,0.9308074497047131,0.7465987587997444,0.41005971487164916,0.31684234518595517,0.28,0.24506184929008493,0.829069468452951,0.7616559639143294,0.4255542280619213,0.46523888981712186,1.0932540395695136
EIF3I,3,44,216,0.9331484107475234,0.7464127590640467,0.43267140683511934,0.2871557419152253,0.35,0.2847502619689267,0.8337806233410249,0.7452910769622271,0.4383525137773989,0.4672043329207027,1.0658187362415075
EIF3J,3,72,189,0.9490692003256592,0.7952040090777394,0.1815741902274633,0.09642723963217031,0.17,0.12915682807273832,0.8816946691316343,0.8587309973698716,0.43124764520310416,0.5200537178567601,1.205928221480604
EIF3M,2,209,153,0.9456222146023763,0.7891667432306521,0.4655128762820415,0.3738533060754935,0.35,0.29766520517784373,0.8759899172695295,0.7763055829638597,0.44206207740100595,0.4932690240318281,1.1158365263392764
EIF4E,3,324,170,0.9398048588780489,0.7595531487369461,0.44701859316412695,0.3197362770410679,0.42,0.3204954826241666,0.8668483223046276,0.7767571156771607,0.4521971228748098,0.4912262709442356,1.0863100078085435
EIF4G2,3,205,304,0.9402121402279207,0.7813760709551747,0.25037385199732587,0.2523151924391052,0.28,0.20045564874478378,0.8928976107787107,0.7436031907797701,0.4428957531139752,0.49812982418087615,1.1247111976835211
EIF5,2,94,61,0.9523848679975178,0.7828480209246281,0.2998131959023065,0.21371756276985407,0.26,0.1883379293929782,0.8574763799759221,0.7810561925811649,0.441342835295901,0.510461738968806,1.1566104320249346
EIF6,3,107,263,0.9378976985575335,0.7780558216153671,0.1924300438122716,0.06184318305049333,0.28,0.18560996479823721,0.8969445496385601,0.8260612129297674,0.43973015979030183,0.5304082228630995,1.2062129444428162
ERCC2,3,116,237,0.9347450820047913,0.7679635385175195,0.24438970597798035,0.1890116147339095,0.25,0.16983935305254574,0.8839765501397544,0.8111264818954517,0.46804643488157904,0.5428139880050623,1.1597438543570187
ESF1,2,121,317,0.9453674020210808,0.8088798590564448,0.19087077196374766,0.023784721263826025,0.26,0.19528252136356564,0.9052245852174947,0.7971020481520117,0.4670762635682996,0.5464705619720971,1.1699814203732783
ETF1,3,40,196,0.9371822291466442,0.7190820105677685,0.5530550153109607,0.4264331227195502,0.36,0.3050876338176112,0.8229202983488036,0.7980680061078518,0.4570513498602627,0.5181242776656777,1.1336237525342605
EXOC7,3,32,187,0.9406815127534885,0.7621481482121848,0.36100063099576446,0.24257490604524376,0.33,0.22121896308617053,0.8394381999482383,0.8338771860837063,0.4725591461683195,0.5778327832643059,1.2227734363451614
EXOSC10,2,77,82,0.9439805955820658,0.7995613957291313,0.15180315773096753,0.051816968624649025,0.29,0.19163097411522872,0.8896371760830964,0.7660473723607815,0.45267311221873296,0.5340790905645184,1.1798338897321363
EXOSC2,3,209,270,0.9288065230501275,0.7594332477563754,0.4088186232161055,0.2489732214129825,0.34,0.2776520573184834,0.8783691490553344,0.8191466243201931,0.5017219535846416,0.5739365698329588,1.1439335159504822
EXOSC3,3,44,253,0.9216891528410114,0.7342887703431416,0.3496551794712339,0.18269828778842268,0.35,0.25748463816973466,0.8466157669961715,0.8125271422945146,0.49053886812758196,0.5813695720954841,1.1851651276135515
EXOSC7,3,84,155,0.9316882900416926,0.7589706137946861,0.23038887798868063,0.1646739401062022,0.18,0.17060653832816453,0.8842128148085943,0.8704550313554134,0.44757957094724615,0.5724652237994574,1.2790244420621388
FAM136A,3,40,1227,0.932701670713319,0.7689838353741439,0.32894092744650855,0.2665377085527256,0.25,0.18000031985093398,0.7824024268265136,0.7542151569118927,0.5445174861468179,0.5356876782984041,0.9837841430056949
FAM32A,3,332,124,0.9404077261297126,0.7740166781515153,0.41727429709392744,0.3380629497284214,0.27,0.2128635891806945,0.8509479266948429,0.7580842928520319,0.47966803788343076,0.49934112257490865,1.0410139361549862
FARSA,3,128,230,0.9530642783284885,0.7950091562876856,0.5163368945481225,0.43211072018257035,0.34,0.25542866255749963,0.8789624335409782,0.8298566397244024,0.46828062639200524,0.5419114106025786,1.1572364272370552
FBL,2,124,69,0.9297586209148314,0.7689831550674097,0.4448721843385999,0.2526010041799273,0.5,0.38768269499979074,0.8708014560734135,0.7909345360013625,0.4754507157644858,0.5549846785734264,1.1672811681611308
FBXO5,1,233,29,0.9204564734351315,0.7245301016497148,0.12625862857524375,0.09057672652806707,0.13,0.10563932501884471,0.7420450079684522,0.6632716045318378,0.43578130106012697,0.3940226625428848,0.9041752194107275
FTSJ3,3,153,110,0.9320040534506046,0.766125790532685,0.5095472552499697,0.38423046578312187,0.35,0.2592429583864615,0.8722970510130764,0.8480234717750212,0.49122117430967494,0.568186511856844,1.1566816131012962
GARS,3,148,251,0.9389760156846964,0.7910983316594336,0.15326857366935082,0.07540487938541239,0.19,0.141551266724461,0.878108171300348,0.8063900280184829,0.4598227535149969,0.5303134599562761,1.153299710311058
GBF1,1,155,93,0.8849169005977015,0.660679978786312,0.5310582648586227,0.4869595232159293,0.38,0.2805080699761263,0.753268069446011,0.6387878087891903,0.47769286723847454,0.44166997941410907,0.9245898368160469
GFER,3,198,220,0.9450429913041464,0.8099912320123299,0.24879837700299387,0.24734001963157337,0.23,0.14753399051228003,0.9257223105237555,0.8079034529334472,0.44199893727214007,0.5370811189273661,1.2151185477749196
GFM1,3,230,3739,0.9435693424603484,0.8009205959228775,0.2070192021261556,0.23403145048608717,0.2,0.14406032769556096,0.9153379079609185,0.7996311342034907,0.43251947001276225,0.5101587154415742,1.1795045980969945
GINS2,3,130,272,0.9486105518851397,0.8061854111949883,0.3464829160903738,0.244955882267656,0.25,0.22633970376879328,0.9170884144957095,0.8268093083108028,0.4283948716616397,0.4995082281654376,1.16599952414923
GINS3,1,98,69,0.9272672708976977,0.7670394659708123,0.06600301412077726,0.02962700512641977,0.23,0.155698235040969,0.8783288447004196,0.6811840177971049,0.4269002887418133,0.48269461401891606,1.130696360348173
GLE1,3,54,205,0.9244889892669741,0.7292266771429454,0.2101701675314827,0.158645874844047,0.21,0.18862399035602587,0.8299661677577586,0.7419267873301475,0.45120741446860374,0.48598835656068196,1.0770841307255536
GMPS,2,94,64,0.9457894656309739,0.7794892380346943,0.22959450852873617,0.14102169368395218,0.25,0.1543890804357806,0.8766487569930071,0.8181072342033966,0.43644249460533235,0.5302029120324621,1.2148287722615736
GNL3,3,29,255,0.9370766630436769,0.7637687228060306,0.2132017015955236,0.11873808920783938,0.32,0.2424153967681208,0.8950450023719565,0.7726319254710498,0.40960653469962255,0.5251548603212634,1.2820958725314706
GNL3L,2,66,128,0.9441753656389946,0.7756377003422853,0.08894640185425066,0.03146985706130434,0.23,0.16045321272632151,0.8826505515668156,0.7854387249190417,0.41917755061800555,0.5138703994933062,1.2259014980088443
GPN1,2,76,104,0.9430757213099096,0.7651402709407448,0.46387179444076376,0.32623387409786325,0.38,0.2849610662893927,0.83875100278871,0.7962360715925193,0.5083530056457033,0.5621867259533139,1.1058982806253872
GPN2,2,42,90,0.930431532029602,0.7521348922481694,0.32127821352711344,0.25036081760185885,0.28,0.1998193104162794,0.8507106663675807,0.8095914340624367,0.46864534645943695,0.5550169150413934,1.1843004681290004
GPN3,3,250,293,0.9456808821532506,0.7918170138226748,0.5150039368779792,0.3815046630278102,0.42,0.3155289606343116,0.866913092568422,0.8379909729858775,0.5374439054446601,0.5943328821004719,1.1058509828113765
GRB2,1,53,112,0.8732825073426284,0.6896091022413057,0.06461654731527058,0.07360405768063025,0.14,0.09053500422160428,0.7760196900649787,0.6520252540989272,0.4528773014933797,0.4702256742126903,1.0383069813369625
GRSF1,3,146,279,0.9393452737223235,0.7908084780499107,0.21818650633443887,0.1758072624347785,0.17,0.16996020654639182,0.8921060485045026,0.7995139565991478,0.44993734194148055,0.5224581807211647,1.1611798364077945
GTF2B,2,34,67,0.9415888970786057,0.747676760828541,0.2579692556787703,0.15394956587125036,0.29,0.18341071475621315,0.8175119760290263,0.7953627386793012,0.45345796375293146,0.5493723393624608,1.2115176513839157
GTF2E1,3,176,164,0.9456427722356989,0.7874176934505175,0.34426163042188057,0.22821397209456898,0.22,0.15422593304074064,0.8862890127200851,0.8490043125842938,0.46948750536257583,0.5352401005055286,1.140051828837607
GTF2F2,3,52,245,0.9424153898944494,0.7698243962869499,0.38898886436994123,0.27278965371538294,0.35,0.21329722580609106,0.8713149874226218,0.8446223425782767,0.47337651456881813,0.5722658034440725,1.208901949595682
HARS2,1,62,27,0.9320467903434247,0.7175579896719153,0.24099046180913625,0.17341283293785464,0.26,0.1864818952414237,0.7789056641801788,0.7796276697591373,0.42876935745822814,0.5087138829197123,1.1864510889278315
HAUS5,2,153,117,0.8997115171426385,0.7162680593155945,0.19158565067942432,0.1793516117903652,0.24,0.1735429052688181,0.8437940593013908,0.6837291407730035,0.4517718911842224,0.47576788854485197,1.0531152718832872
HBS1L,2,120,92,0.9385831019039665,0.7834214961741158,0.4214152175050201,0.35188467245172117,0.28,0.21127502875884552,0.8359908240027145,0.7598468156859552,0.5093542497947386,0.5273703855091177,1.035370521337427
HDAC7,2,148,130,0.9092480189009299,0.6962663078374591,0.45091744262004585,0.31328428765732186,0.32,0.2750093447916606,0.8346696624239346,0.6960645981405287,0.4326064978835123,0.4546884814423992,1.051044016112751
HEATR1,1,216,77,0.9127770475643259,0.7610041180279506,0.3124897987925133,0.1286783066381681,0.37,0.29203008912526823,0.8584075426012662,0.7310779679037965,0.5026549800590285,0.5836142819934929,1.1610633407318942
HGS,3,96,115,0.9341375841611044,0.7716671499085047,0.48616247494942394,0.3734586091369919,0.33,0.26676564044245743,0.8405359371116184,0.8235961601103822,0.47273614583425844,0.516342687493008,1.092242852848425
HMGCS1,3,216,441,0.9219930727970179,0.7670400588957574,0.27059166222377,0.22709597610343768,0.25,0.17751829832098634,0.912098242361553,0.786202447618302,0.45410582706163277,0.5397107254064738,1.188513076376119
HNRNPH1,3,92,234,0.9285160120132415,0.7690169018648476,0.2771206887471409,0.2244953537862581,0.23,0.17655870416619768,0.8324843573782992,0.7355119749297597,0.46774147493289103,0.4952033778079087,1.0587116895969955
HNRNPM,2,128,102,0.94434615736826,0.8014986354416271,0.09152476488973148,0.10192283623594658,0.17,0.14597772334845543,0.8960566280500056,0.8000560706146216,0.4296696234721165,0.5046868517745936,1.1745927858486778
HSCB,2,85,546,0.9355857265453493,0.7835733952049755,0.1313570123417785,0.1178795559795013,0.13,0.11110364759891672,0.9041455710014918,0.8062696996051563,0.4290447697843602,0.5182366564620935,1.2078847730592632
HSPA5,2,202,155,0.9413609037391845,0.7851297943860776,0.7609435081724851,0.6269346356036798,0.57,0.5715854055970123,0.7434812029051558,0.7417569003800143,0.5326177214910244,0.47497909655149906,0.8917823580935426
HSPA8,1,146,49,0.913209518345629,0.6953131945015479,0.26924397587902155,0.23438503977820432,0.2,0.18104567277140754,0.6926423182701402,0.6010924833742063,0.4761986704543233,0.41210812953320786,0.8654121618733402
HSPA9,3,374,239,0.9299261283920407,0.7672868251935194,0.6781659309461138,0.5346885840534986,0.43,0.3913409899192358,0.7862188041519275,0.7846459993428603,0.534141411629632,0.5246058898780114,0.9821479268121008
HSPE1,3,25,331,0.9340633089076565,0.7709082626298425,0.3602371428075882,0.23348060112612617,0.23,0.21103699832101172,0.8615451226616362,0.8174525171734581,0.43277963440162903,0.5506452137075347,1.2723454553156475
IARS,3,45,118,0.9441032308343978,0.7669601999467378,0.39684279024774,0.28653925167119787,0.25,0.1989125110652422,0.8276930809076654,0.8599466992111375,0.4529801997576167,0.5328039274010852,1.1762189957176739
ICE1,3,319,144,0.9362940820785487,0.7596192177437758,0.4987962681831833,0.4438764738336755,0.39,0.29205890653156613,0.8665471547189825,0.7808402678467536,0.46056091482784406,0.5271829300108846,1.1446540546355373
IGBP1,3,245,187,0.9290336484217558,0.7671294111757383,0.4859393360260345,0.3451309876768749,0.36,0.2918862281676556,0.8775188324525762,0.8408484143591329,0.48606642047143345,0.5376922279667457,1.1062114029253998
IK,1,123,191,0.8975359034413182,0.7083757715650032,0.3955512951930521,0.31250808672927355,0.31,0.2259517940858729,0.7916750957269839,0.688035002890654,0.4868518213677022,0.4876760696738887,1.0016929962117447
ILF2,3,53,176,0.9380570729695711,0.7701318556870573,-0.02806732934020261,-0.053432509946613325,0.16,0.12692966398706826,0.8727297926120571,0.7809068575033717,0.4095488115540553,0.509847217641753,1.2448997306526484
IMPDH2,2,70,182,0.9472116698480059,0.7933185088840597,0.199462180039898,0.13034504496341495,0.2,0.16074683291726244,0.9096124492019821,0.7960814517653195,0.417818856691866,0.5185740905616051,1.2411457018862775
INO80B,3,115,249,0.9454613946499472,0.8008165151129969,0.260345476150072,0.1766823718931683,0.16,0.12793597114544053,0.8761767900275841,0.8603173660684102,0.46008187536514755,0.5276208827489886,1.1467977756399563
INTS3,3,103,223,0.9420513349139845,0.7831716879858706,0.3002937361610145,0.29832162124667133,0.27,0.20458552371090594,0.863101464149734,0.7972971840349236,0.46496731747021824,0.5271521993923871,1.1337403044220389
INTS4,3,47,174,0.9450196554637238,0.7572170163803349,0.41309825540466905,0.3094921195034524,0.31,0.22041499146923554,0.8568980441851912,0.8351653266499595,0.46188863220142296,0.5171435554158433,1.119628213742317
INTS9,3,222,258,0.9548722451092159,0.8037120378432743,0.4212698263325016,0.34735885839712316,0.32,0.2448639341793903,0.8825144179117258,0.8466287988168886,0.48186825562561897,0.5319882786643819,1.1040118567959465
IPO9,3,173,285,0.9410384474294,0.7965115913368508,0.1065803381496959,0.10813406593978143,0.13,0.09869494666346237,0.9003399859929009,0.8546810212491684,0.44644733033185224,0.526131772425977,1.178485623936955
ISCU,2,32,99,0.9292121156861767,0.7227244822924282,0.33249960735964046,0.23614909625986433,0.27,0.16641060581877684,0.7713415249530502,0.7355872249334634,0.46248321740650233,0.45731923688283116,0.9888342101558372
ISG20L2,2,72,148,0.9393778249328615,0.7689634822185867,0.1709261279212512,0.06975037593630794,0.24,0.16243494516600987,0.8756372116681209,0.861332909336074,0.4314127579598125,0.5250124719660723,1.2169609037045905
