condition,source_coverage,n_true_cells,n_pred_cells,mean_pcc,mean_spearman,pcc_delta,spearman_delta,topk_de_overlap,auprc,pra_all_genes,pra_top100_true_de,true_range_mean,pred_range_mean,range_width_ratio
THOC6,2,115,156,0.9523620969236885,0.8125242875988669,0.1053710583897016,0.038478082906189606,0.19,0.11615167688119414,0.8982214184652372,0.8030338265159203,0.43890067163792607,0.5134688311374273,1.1698975477122104
THOC7,3,104,430,0.9319250432924083,0.7540645784310338,0.1607139495171479,0.10397180453363784,0.19,0.12490378423543566,0.8768050005089997,0.7704995511567175,0.4459196833106812,0.5012828744965693,1.124155048580273
TIMM13,3,162,222,0.9326034641507248,0.7728591608892251,0.3321441311710262,0.2368019627142409,0.28,0.1965987059734295,0.8581537305214506,0.7476637668939362,0.4675613710963499,0.505458775340515,1.0810533028953382
TIMM23B,3,480,847,0.9337899883560464,0.7998128538943929,0.5389603843832087,0.4828981785512707,0.36,0.297573312782242,0.8665956854805144,0.7897087500901364,0.49572525040639975,0.5330312869998322,1.075255448073896
TIMM44,3,38,188,0.9381240112321165,0.772319124738439,0.4132484501486104,0.31418348938235896,0.25,0.1849245155919414,0.8721380408381507,0.8411468899681567,0.4509772631133017,0.5397822723752844,1.1969167950502724
TIMM9,2,183,68,0.906305571447964,0.6963828466744091,0.21659841987349893,0.15496630277074705,0.23,0.16463069385162774,0.7828647471791219,0.6464627712167547,0.43368968497472765,0.428014450255328,0.9869140429547667
TMX2,3,94,404,0.9389311166640778,0.7888130572717373,0.398072847464212,0.29324623403351846,0.37,0.28343158523597944,0.8726937576476018,0.7905989088879773,0.506354434493938,0.5867595581564528,1.1587921554492788
TOMM22,3,89,261,0.9337724904197684,0.7802701430418902,0.44057115706322614,0.1529911271870237,0.26,0.21821831965725927,0.8817113438140575,0.777893871119225,0.4598844876321731,0.52938569644755,1.1511275095664686
TOP1,3,91,165,0.9364190206055614,0.7852650622434135,0.284031460894656,0.14559953599250555,0.33,0.20810474569917478,0.8778267258954903,0.815504719651573,0.4666574086753878,0.582210247613365,1.247618111945965
TPR,3,68,206,0.91437049551594,0.7322558560698899,0.268461101393838,0.21238637231064525,0.24,0.17525875060183577,0.8480777542494923,0.7539438134452322,0.4678355162887699,0.5098254128686,1.0897535228094497
TPX2,2,212,120,0.9006760398376858,0.6799523992233721,0.46799534351956645,0.37176199626473677,0.36,0.29781980853921264,0.810734205301206,0.6431492862619915,0.4719866198249748,0.46926932869776916,0.9942428430055036
TRA2B,3,139,207,0.9402616632342367,0.7964109109686255,0.08022762495262382,0.17287096320849543,0.15,0.1109603672111233,0.908284653014743,0.7671877587367419,0.4489765777063683,0.5316783131164696,1.1842005299933112
TREX2,1,275,384,0.8645570635169044,0.6525699777004524,0.2465553197248822,0.2106362413826943,0.25,0.19104458485978681,0.7790064924991901,0.5550046939322147,0.47550317267698367,0.4358399766726255,0.9165868758626123
TRMT10C,1,67,74,0.9306839010800707,0.7680448987726317,0.18697122268726002,0.027819905860984234,0.25,0.15748629570305508,0.8640388357603799,0.6956097981834357,0.4280146104890435,0.5346633983967128,1.249170875952354
TRMT112,3,150,332,0.9365943466995373,0.7949084571881141,0.3262884229778258,0.09490095270932945,0.4,0.31302693041407953,0.9282377630433509,0.8191465202072421,0.46698968354079123,0.5934610098244754,1.2708225000101356
TRMT5,3,93,177,0.9497656311051188,0.7965242346408601,0.284896870684514,0.22465806236466926,0.2,0.15486343168129235,0.8880286937997428,0.8345008540047506,0.4376289711567197,0.517167721841671,1.181749253613685
TSEN2,3,168,256,0.9413731480718248,0.7868363316777174,0.2667484443365225,0.20833633091076526,0.21,0.16115174688309858,0.9119422841025575,0.8301301843341803,0.4389909862889631,0.5366008458103371,1.2223504589992158
TSG101,2,83,84,0.9262632010153103,0.7629363835125608,0.5694453158436412,0.4732490632228144,0.44,0.39146441484654887,0.8734248572803348,0.7642191932498403,0.47648540846381093,0.5426601910648028,1.1388810025170115
TSR1,3,109,599,0.9396182008728808,0.7937858365309687,0.1977140069734342,0.06619814559815652,0.3,0.22382170123353254,0.9043405188943657,0.8108094129197262,0.4726987484389103,0.5634903646027559,1.192070752340635
TTI1,3,146,236,0.9380584700597613,0.783761129920184,0.3299988462434874,0.2859253622996021,0.3,0.23613455450710163,0.9016278230769008,0.7919821187997431,0.471720884266245,0.5815527103396759,1.2328322052477085
TTK,2,185,148,0.9088636278577014,0.7004755054027229,0.5857478262090734,0.44734052395108187,0.44,0.3706190367190481,0.7993452815711547,0.741166724713027,0.5291467992628885,0.5104931906470253,0.9647477443134389
TUBGCP2,2,226,211,0.8901479872618326,0.6903304186413047,0.1029471570201444,0.08376065952017613,0.18,0.1512808405545094,0.8422347490866194,0.6976812986445239,0.4281220508757134,0.46393717217274666,1.0836563087260074
TXNL4A,2,66,46,0.9313181955304061,0.7535015446791861,0.15220083571525,0.128254788172214,0.16,0.12860433558907364,0.8536459570662336,0.7355807598790198,0.425387065766517,0.5032904904895864,1.18313535873814
U2AF1,2,141,113,0.9282719243538637,0.7811397055809169,0.5142815958765163,0.47412502195535555,0.35,0.2664117630555688,0.8623417818983303,0.790594923465149,0.47746947892499214,0.5221632272360718,1.093605433117216
U2SURP,3,263,104,0.9416979169550332,0.7642050165249124,0.47324130645803153,0.3943435844651872,0.31,0.2277788390652262,0.8374654039545919,0.7452948128341297,0.4362114314238824,0.46228481647791897,1.059772331896953
UBA1,2,251,95,0.9146822145762182,0.7476843075886943,0.2858843636753415,0.24113567219946905,0.26,0.1559289893852732,0.8304826638699506,0.705942293570847,0.4573402082867618,0.466876224344841,1.0208510112970208
UBA3,2,94,92,0.9325227581699879,0.7774894409573496,0.2391388244100134,0.13239609078607667,0.24,0.15692555722431403,0.8540966190138147,0.7491903091436197,0.43177388461866817,0.4733720346965199,1.096342415778958
UBA52,3,44,393,0.9425643148844058,0.7910627099680064,0.1865764259028793,0.11405168763774567,0.24,0.16807842206272905,0.8970125924383461,0.7942798458373831,0.42630952561812074,0.529808525140075,1.2427789689758817
UBAP1,3,102,101,0.9351439249882083,0.7686502287517408,0.5227938280747126,0.3948769914436216,0.41,0.3196062351835438,0.8884981337246365,0.799694790112981,0.4590374491210841,0.5441156719635666,1.1853404578471247
UBL5,3,198,213,0.928569848836245,0.737616789464618,0.44752663076183025,0.3702924029763975,0.35,0.2669484017602948,0.828039462801589,0.7781470721932904,0.47173399453524834,0.4988377573382031,1.0574555841690008
UBQLN4,3,145,184,0.9421113275690346,0.7765212819661762,0.30866874159230456,0.2113692288679094,0.25,0.18783332866452296,0.9014898815934271,0.8488808931982673,0.467039355856582,0.5592113085180025,1.1973536909300373
UFM1,3,119,133,0.9462867967860623,0.7997999683764594,0.18536716303904416,0.13897830086618151,0.15,0.12021760027825358,0.8947307919484454,0.849403930984867,0.4348642867756452,0.5098233534783337,1.1723734444480305
UPF1,2,115,78,0.9020029490546835,0.7160798024264635,0.32714227640233096,0.27991778858584476,0.17,0.1438781563356308,0.8262912266817635,0.7578418508769049,0.4368981503963756,0.47164435921534714,1.0795292861554924
UPF2,3,133,189,0.9257057881106128,0.7784237936078882,0.31318810460271634,0.2599201755896484,0.14,0.1253726722810678,0.8962539959187145,0.8114620663224039,0.4373227516273681,0.5059034379399194,1.156819361648016
UQCC2,1,83,30,0.9173898097767073,0.7093393529546141,0.244005641901377,0.2017847179777501,0.17,0.12821599247897242,0.6907815003369905,0.6175015205944697,0.4370732419059427,0.3657901736603148,0.8369081660001287
UQCRB,2,93,175,0.9343031652889896,0.7808018004004321,0.193671630679841,0.17083356580807912,0.16,0.10897819985206816,0.8974448643685793,0.7994103108648909,0.4280495790671335,0.5152650309633241,1.2037507899172686
UQCRFS1,2,114,92,0.9392898082599946,0.7750300828310978,0.2949297385969405,0.21210028080379906,0.22,0.18812504075037587,0.88381806332965,0.8233318271226495,0.42981710402752876,0.5527720449078909,1.286063367110336
UQCRQ,2,148,168,0.9415718030264504,0.7869954592832082,0.18351290523673425,0.14074281390751886,0.21,0.16418560623041856,0.9082115703494663,0.7608864752896907,0.43005918477348515,0.5302873124370713,1.2330565626352366
USP36,1,151,42,0.9286412288573336,0.7674161624591896,0.12412785660056845,0.062421395895224545,0.22,0.14276494302486636,0.8393364806884035,0.7720974921364688,0.44392880860511613,0.5243227501188655,1.181096446422104
USP39,2,166,157,0.9158156727032224,0.7152747434454132,0.24331040723838404,0.1923928427281671,0.25,0.17177892429323047,0.8480958819614197,0.7749580590500317,0.4553382298086719,0.4938453255519093,1.0845680910951332
USPL1,2,96,68,0.9293740399245886,0.7649609914274409,0.09310330444936625,0.1382394217794702,0.19,0.12101978289139846,0.8893977033881595,0.7996798769773473,0.4290128026806654,0.5206849309880297,1.2136815395665124
UTP20,3,92,211,0.9295096865578278,0.7667275794967916,0.23855632994835826,0.05890451645713071,0.34,0.23467694741486153,0.88766915692556,0.8033298045222285,0.4710617278789245,0.5464178007940689,1.1599706723251484
UTP23,3,160,308,0.9398992739812122,0.798016075824273,0.23482019774239313,0.020814369464929244,0.27,0.20639143456541284,0.9158538625822766,0.8509118924381274,0.46930160131838905,0.5536420307751203,1.17971474510773
UXT,3,206,155,0.9364932268541647,0.775477397031253,0.38617752715108783,0.2994934856457906,0.35,0.20877379187971126,0.8888739773153417,0.7947735832952527,0.4711584527498925,0.5520869871881525,1.171764981076483
VPS54,1,306,230,0.8826070814942605,0.7101075517544202,0.2620471912549291,0.2144943728848878,0.25,0.16852049741156885,0.8311896470085319,0.6571479497372776,0.45112157949448733,0.47275328260617494,1.0479509152641695
WAC,3,93,162,0.9215352953861293,0.7652991664675565,0.03516622691924886,0.03058918008547304,0.18,0.11467885712547815,0.8609172032614986,0.7597077398223822,0.43564493285941047,0.4964926234862116,1.1396726431102808
WBP11,2,205,148,0.9054718026501576,0.7119041907092264,0.3183488804321634,0.2226378570862038,0.29,0.19641934130440145,0.8182928009447942,0.7395631274301107,0.4768094640563026,0.48857895115963895,1.0246838155358184
WDHD1,3,175,153,0.9407606573634799,0.7806612952964153,0.15070685372497317,0.11260301604900068,0.12,0.10708487537869373,0.8872598872654653,0.8142174448542301,0.4251753308643589,0.48750963233820305,1.146608435350747
WDR12,3,174,250,0.9330845939435298,0.7679729490366598,0.19546976154929127,0.06422892194883319,0.32,0.2203809981655555,0.898028738173121,0.8222788239189797,0.44143635896001215,0.5264046316215133,1.1924813373707277
WDR24,1,78,44,0.875974710563194,0.6372860736337409,0.4427836817822061,0.2915516815059571,0.3,0.2667279845850589,0.7879902752836456,0.6209283594525836,0.4443577731068208,0.46150140511961146,1.0385806722972815
WDR33,3,79,113,0.9406222186060897,0.7674328040130689,0.4638550916035395,0.37438501641718913,0.32,0.2690471803090456,0.8427687852198484,0.8499707566209499,0.4953575264262414,0.5552753603259247,1.1209587408964454
WDR61,2,98,117,0.9315502609435097,0.7840269035187657,0.16949510204190052,0.2181743626950958,0.14,0.13213971313210254,0.8484795044606199,0.7972826824813412,0.44633398811112834,0.5104819504913112,1.143721859978525
WDR82,1,86,34,0.9022810808036785,0.7086655527602596,0.2807233171320986,0.22349453821978774,0.29,0.23462594772083661,0.7664136643954338,0.6857448140418245,0.5179451026115789,0.5688987422387752,1.0983765043563753
WDTC1,1,107,70,0.8874650644445191,0.7167544818854604,0.26582237955682225,0.27305647045129583,0.27,0.1635625976266053,0.7769193230993111,0.6312119111003,0.47040787615984475,0.45211064013205743,0.9611034454010622
XRCC5,3,77,163,0.9418051859192536,0.768573609801076,0.33409310993497887,0.23266679983549843,0.31,0.23564469699221496,0.8944477004396543,0.8165651628411293,0.43723015381214453,0.5261515396591588,1.2033742939227297
XRN2,2,57,75,0.9442989129380756,0.7808397151315369,0.02808250307581131,0.029142102202048322,0.22,0.13592665577757446,0.8494253853315648,0.7548452856956557,0.44264025159340203,0.49349149462715847,1.1148816261103403
YEATS2,3,233,213,0.9360333527177219,0.7970205942420046,0.28896077490210365,-0.025926274462491638,0.35,0.26373283504952433,0.9055310287397179,0.7277806360457343,0.4498511034484091,0.5204428989164586,1.156922553613164
YTHDC1,2,157,233,0.8709770768000119,0.6890060833698064,0.2659496522238248,0.1881137910383538,0.26,0.17005661613922005,0.759615317047047,0.6353742889886566,0.483191752542246,0.45330681812222656,0.938150964613337
ZBTB17,3,158,800,0.9451147588327875,0.8095704017706976,0.14581609894586947,0.1388469499581101,0.18,0.1237211170872512,0.9003585970189961,0.8442505995421868,0.4604045778072856,0.536491064467692,1.16526003144924
ZC3H18,2,23,105,0.9187554913409545,0.7568411917589044,0.14806033061139573,0.17196911326631464,0.18,0.1029026324725324,0.8127750561049204,0.7631261275798353,0.41494048257182786,0.5532574601275827,1.3333416960549147
ZCRB1,3,141,215,0.943155917337817,0.7950674521234501,0.03246083555144405,0.1033020629874793,0.12,0.10486884048458685,0.8909073794706668,0.8268238078447319,0.42555607591704564,0.5099232111455148,1.1982514832249749
ZFC3H1,3,105,204,0.9347218039723825,0.7809981313761504,0.16536478972354457,0.107601543761389,0.23,0.17796477309671604,0.9098646790198076,0.8139212574576024,0.4457675895402498,0.5500316519725865,1.2338977811305067
ZMAT2,3,348,398,0.9319689590170472,0.7588098903387795,0.3088897230842651,0.2406596865963328,0.24,0.16946941412376454,0.8454396879064872,0.77822348815917,0.45202726576597324,0.4743966405317721,1.0494867587976706
ZMAT5,3,98,115,0.9334053257150863,0.7771530786702908,0.14021651488093909,0.15183981672566085,0.2,0.14772497147210872,0.8441215673100733,0.7847761639157111,0.4565703509113171,0.4842202889890831,1.0605600591825028
ZNF236,3,85,766,0.9401908396083021,0.8038347787580048,0.2882675053153025,0.08183395311752202,0.3,0.22635436587985255,0.915430676191759,0.8347127528578558,0.4598202011127889,0.5551733321961468,1.2073704434448378
ZNF574,2,266,216,0.9018221654639426,0.719345934862849,0.06194137330406285,0.03947537267221782,0.2,0.16110374279513864,0.8327962685073578,0.6823857814103151,0.43839260987128376,0.4653765830902609,1.0615520471738322
ZNHIT6,2,116,132,0.9432960246317444,0.7957240305611046,0.20402616957503142,0.028956089479338212,0.33,0.22178825487377327,0.9029651833131467,0.7907443305527707,0.4528365912836107,0.5457731697610569,1.2052320157293122
