1784393311.726917303	1	5620	0
1784393311.726917303	3	5618	0
1784393321.806549319	1	5620	0
1784393321.806549319	3	5618	0
1784393331.895450724	1	5620	100
1784393331.895450724	3	5618	0
1784393341.981837798	1	5620	0
1784393341.981837798	3	5618	0
1784393352.067672146	1	5620	0
1784393352.067672146	3	5618	100
1784393362.167127531	1	5620	100
1784393362.167127531	3	5618	0
1784393372.408740393	1	5620	0
1784393372.408740393	3	5618	0
1784393382.506760255	1	5620	0
1784393382.506760255	3	5618	0
1784393392.842717188	1	5620	100
1784393392.842717188	3	5618	0
1784393402.927602059	1	5620	0
1784393402.927602059	3	5618	0
1784393413.200608221	1	5620	0
1784393413.200608221	3	5618	0
1784393423.313085991	1	5620	100
1784393423.313085991	3	5618	0
1784393433.504049350	1	5620	0
1784393433.504049350	3	5618	0
1784393443.605682110	1	5620	0
1784393443.605682110	3	5618	0
1784393453.867948610	1	5620	100
1784393453.867948610	3	5618	0
1784393463.951456397	1	5620	74
1784393463.951456397	3	5618	59
1784393474.307615826	1	5620	0
1784393474.307615826	3	5618	0
1784393484.393265564	1	5620	89
1784393484.393265564	3	5618	0
1784393494.745794151	1	5620	100
1784393494.745794151	3	5618	0
1784393504.847270116	1	5620	0
1784393504.847270116	3	5618	0
1784393514.932675180	1	5620	100
1784393514.932675180	3	5618	0
1784393525.017641494	1	5620	76
1784393525.017641494	3	5618	74
1784393535.120882556	1	5620	0
1784393535.120882556	3	5618	0
1784393545.204561620	1	5620	91
1784393545.204561620	3	5618	39
1784393555.296967837	1	5620	58
1784393555.296967837	3	5618	100
1784393565.403482093	1	5620	0
1784393565.403482093	3	5618	0
1784393575.492019246	1	5620	77
1784393575.492019246	3	5618	39
1784393585.579186727	1	5620	67
1784393585.579186727	3	5618	84
1784393595.665217914	1	5620	0
1784393595.665217914	3	5618	0
1784393605.750119782	1	5620	0
1784393605.750119782	3	5618	100
1784393615.833070465	1	5620	0
1784393615.833070465	3	5618	100
1784393626.020980006	1	5620	0
1784393626.020980006	3	5618	0
1784393636.105087094	1	5620	0
1784393636.105087094	3	5618	0
1784393646.257189387	1	5620	0
1784393646.257189387	3	5618	100
1784393656.346265806	1	5620	0
1784393656.346265806	3	5618	0
1784393666.664389302	1	5620	0
1784393666.664389302	3	5618	100
1784393676.765006164	1	5620	58
1784393676.765006164	3	5618	68
1784393687.030875698	1	5620	0
1784393687.030875698	3	5618	100
1784393697.127555533	1	5620	68
1784393697.127555533	3	5618	62
1784393707.356037337	1	5620	0
