condition,n_test_cells,n_pred_cells,n_genes,mean_pearson,mean_spearman,perturbation_effect_pearson,perturbation_effect_spearman,r_squared,mse,wasserstein_1_pca50,mmd_pca50,energy_pca50,part
U2AF1+ctrl,141.0,2000.0,5000.0,0.9869420043997792,0.9415497135631828,0.7270147930067455,0.6370930477703025,0.9739189371466636,0.0033692711792277,1.043421199990335,0.5199500416019891,0.5342648415174265,7
UQCRB+ctrl,93.0,2000.0,5000.0,0.997454404320266,0.9744370108814804,0.492168381774561,0.3446548554275528,0.9948168327100576,0.0006740036683045,1.0183837943460994,0.5251024803911917,0.501094402166625,7
USP36+ctrl,151.0,2000.0,5000.0,0.9981253278899632,0.9829155860678036,0.243924018295689,0.150864520173443,0.9962419194635004,0.000478073848112,0.8927755358839541,0.5310726346371517,0.4337164937022666,7
UTP3+ctrl,27.0,2000.0,5000.0,0.9905708148811332,0.9336581575490064,0.8063028650998929,0.5295897052475881,0.9800639618188144,0.0022650800128242,1.7371676928061954,0.4963827772547184,0.8015651732263335,7
VPS29+ctrl,146.0,2000.0,5000.0,0.996748381698634,0.9742042577669324,0.5322946677541661,0.4403151015057391,0.993449485860765,0.0008471540888661,0.937215675003709,0.5204092191899644,0.4592281527024585,7
VPS54+ctrl,306.0,2000.0,5000.0,0.9991498688148368,0.9901619220064768,0.7055851720349107,0.5285497641720462,0.9982200383674352,0.0002273918189753,0.701586229711858,0.5117682808127165,0.3180140538310237,7
VPS72+ctrl,95.0,2000.0,5000.0,0.9925363426851544,0.9571059556581794,0.0616743785541031,0.0986748207037292,0.9817991741001606,0.0025325873491052,1.0460327512760166,0.5271573776633792,0.5437511429168627,7
WBP11+ctrl,205.0,2000.0,5000.0,0.9939223707488068,0.965017592840704,0.51534471217747,0.3417597711029975,0.98776787891984,0.0015487461517997,0.8954293036711307,0.5128191748802544,0.42075695123484,7
WDHD1+ctrl,175.0,2000.0,5000.0,0.997314827320146,0.9805326325973052,0.5673079743900004,0.3653064687913282,0.9942378359846772,0.0007564495579002,0.8092398635122738,0.5223795012280387,0.3996648408140555,7
WDR12+ctrl,174.0,2000.0,5000.0,0.998299642509922,0.9859697562304536,0.92064476464475,0.7867023859378572,0.9965341603383422,0.0004366229790354,0.8161283715439752,0.5033837885144645,0.3754815624120693,7
WDR3+ctrl,329.0,2000.0,5000.0,0.9991374582728748,0.9919719158466838,0.9655022200485828,0.8354994804642393,0.998245528433472,0.0002016503610163,0.7211702213483748,0.5357140364829247,0.3279960847663591,7
WDR43+ctrl,47.0,2000.0,5000.0,0.9859096440323268,0.9422057343783588,0.7077951903902415,0.5045384266178639,0.9700346831232308,0.0033660084516533,1.4292571956080018,0.4966260502611757,0.6909467529213172,7
WDR5+ctrl,75.0,2000.0,5000.0,0.9797739644574848,0.9423248571365576,0.1887648810637033,0.1721468342660049,0.9592811837792397,0.0049595210409227,1.2313815193829682,0.522393366636482,0.6639050593355322,7
WDR70+ctrl,29.0,2000.0,5000.0,0.9927404490881792,0.9307335329848596,0.6139241799930398,0.4766372085078062,0.985481772571802,0.0018824509032941,1.743664171067837,0.5228750826894158,0.840146177840439,7
WDR82+ctrl,86.0,2000.0,5000.0,0.9833876402393812,0.9379197108512984,0.6017760336031133,0.4878960604469709,0.9635946713387966,0.0042134958134191,1.2834394129802544,0.5017082100101842,0.6222675842352661,7
WDTC1+ctrl,107.0,2000.0,5000.0,0.9919299556720548,0.9586204285828313,0.3199519792852725,0.2748516986270501,0.9838209114968776,0.0020340294825505,1.0867511104556111,0.5229834543313425,0.5441486178354142,7
XPO1+ctrl,139.0,2000.0,5000.0,0.9793027943185064,0.9380410140336404,0.6598212413825494,0.5261945507302968,0.9567633233964444,0.0052487619457563,1.0972380572333582,0.5262078927359208,0.5764683751131612,7
XRCC6+ctrl,26.0,2000.0,5000.0,0.9870253828029684,0.9216454283903586,0.4477139887426664,0.2189086315613605,0.974175876006484,0.0033827140443844,1.5824854595080131,0.5042137437698859,0.7825312110300326,7
YEATS2+ctrl,233.0,2000.0,5000.0,0.9959705663673823,0.9858499206256572,0.3051996565630652,0.1749289090097512,0.9918992314487696,0.001003178964629,0.780281714696382,0.5106599317533154,0.3878837521718641,7
ZBTB17+ctrl,158.0,2000.0,5000.0,0.9967439407548496,0.9759090236517824,0.2109652249362253,0.2001038195065602,0.9934013350866736,0.0008517912178195,0.9083465745541772,0.5207698643664495,0.4341835168911801,7
ZCRB1+ctrl,141.0,2000.0,5000.0,0.9976531092251476,0.9780005713440226,0.4079061865373814,0.313013410087561,0.994802583474666,0.0006809225087957,0.882951648046745,0.52306669986392,0.4277624913688758,7
ZNF335+ctrl,140.0,2000.0,5000.0,0.9979981032756609,0.9805109731479712,0.2591286727137414,0.190447245119602,0.9958826950751244,0.0005327269623086,0.9072044514204772,0.5174185659765027,0.4411415422076291,7
ZNHIT6+ctrl,116.0,2000.0,5000.0,0.9937927594409152,0.974318206460728,0.0912121452249782,0.0320464761017046,0.9870161367580296,0.0015778553269295,1.0029822611886512,0.5223905401368527,0.5223401526745162,7
