condition,n_pred_cells,n_true_cells,mean_pcc,mean_spearman,delta_pcc,delta_spearman
PDAP1,2000,38,0.9935904607861006,0.9487429503831304,0.3327316303304892,0.19444168881254476
PDCD2,2000,59,0.9939150055919648,0.9669427798041327,0.38209405390269774,0.02492910449654113
PDCD7,2000,80,0.9936947297586743,0.9540116648787641,0.30549685856662495,0.20755780150312253
PDRG1,2000,111,0.9955681317910711,0.967507326518723,0.3725380506855353,0.23614790811741104
PELP1,2000,60,0.9910668929011903,0.9501106509521446,0.2364287562847995,0.08905310642433084
PET117,2000,80,0.9965234756095398,0.9767957075637256,0.21756467062057933,0.05609220230476755
PFDN2,2000,77,0.9854859066192547,0.9182054289407403,0.5024490720929772,0.31453936425013473
PGAM1,2000,145,0.9977870399169294,0.9798018165029615,0.19640155819824343,0.14048685626223992
PGD,2000,98,0.9936300997271126,0.9643335235973103,0.14022482550187562,0.123024046273509
PHAX,2000,304,0.9940476608451438,0.9634585197606013,0.6022469491678802,0.5021548487769705
PHB2,2000,292,0.9769803309348312,0.9084477387381349,0.6909975658449073,0.49235335157307786
PMPCB,2000,471,0.9939302543285489,0.961914770861396,0.6924958646811188,0.5164308619964987
PNN,2000,64,0.9859338437660227,0.9282817118377629,0.13946890438202034,0.026979153376279166
PNO1,2000,114,0.9907249091507068,0.9623166577460109,0.6470961699511624,0.3034990628724948
POLA1,2000,195,0.9909921440216911,0.9456355174563214,0.37320504225807527,0.20787227129060998
POLA2,2000,212,0.9876793002908081,0.9257860735785735,0.38339601319442734,0.20909869368026215
POLD2,2000,63,0.9906108509692141,0.9452394287680205,0.2552318596507675,0.05794856918813155
POLD3,2000,65,0.9911584109012477,0.9477543118263949,0.17155521639758875,0.041980776230826494
POLR1B,2000,174,0.9865573083872365,0.9584815810174799,0.5212682290924714,0.2590345694460624
POLR1C,2000,161,0.9945261189937249,0.9775063549337204,-0.023635314544350736,-0.041311137128388534
POLR2A,2000,264,0.985207626041046,0.9187620841438289,0.6120760383043857,0.4721986762143667
POLR2D,2000,182,0.9904504040036249,0.9452448688385704,0.588656834152985,0.41553448525241576
POLR2F,2000,209,0.9912569856864494,0.9516659576912937,0.6731050239586936,0.48351431226262015
POLR2G,2000,131,0.9737289518908705,0.891428246069403,0.5555838668899886,0.41758945007736376
POLR2H,2000,80,0.9666421023741794,0.8703611988082551,0.5559152350957552,0.4052344397065291
POLR2I,2000,179,0.9798519317443524,0.9129884599089476,0.6042796694025098,0.5202601730276728
POLR2L,2000,43,0.9914754564084703,0.9476646785033155,0.3251901818503862,0.13850832006346211
POLR3D,2000,108,0.993050594179044,0.9558041569733562,0.3054051314727226,0.20360782120644377
POLR3E,2000,192,0.9975575729516499,0.9809592566696776,0.11488824484392739,0.1216350115278485
POLR3F,2000,156,0.9948616560023426,0.9709295572044667,0.1883074804326063,0.11894909601598284
POLRMT,2000,208,0.9840613057625672,0.9405334953246194,0.6610092188689979,-0.042182968811976126
POP4,2000,116,0.9945651446261239,0.9682880088229749,0.5572825637375514,0.15396314756782592
POP5,2000,50,0.9914133716515315,0.9586857518929979,0.4272696920289865,0.14206978265441045
POP7,2000,196,0.9971446441339135,0.9777927816258905,0.3932436170294824,0.09608047575062935
PPARGC1B,2000,129,0.9975770202124165,0.9809234319858021,-0.06185373639093078,-0.05377130584083705
PPIE,2000,39,0.986499032646677,0.9186881402597993,0.4428127545446604,0.3508129473008717
PPIH,2000,93,0.9961423004341486,0.97062429163146,0.31789005810363546,0.23697366902430692
PPIL4,2000,69,0.9901886816869632,0.93440063262929,0.5602394242532833,0.46953855786497867
PPP1R11,2000,69,0.9950838777641962,0.9603030580399151,0.2294891336512882,0.16301042394686455
PPP1R8,2000,64,0.9955991683890824,0.9663264577900016,0.1555978589696909,0.0951440638597271
PPP2R1A,2000,301,0.99844555089927,0.9870060190280031,0.0723086358878196,0.051954142577050916
PPP4R2,2000,162,0.9892325801612338,0.9570917822277067,0.1530293190260143,0.12794408698929868
PRIM2,2000,149,0.9915188149023947,0.9587451752804782,0.42663810102985467,0.26365695762888997
PRMT1,2000,44,0.9944844935114093,0.9600208843269735,0.10951510650658765,0.06728160985412328
PRMT5,2000,92,0.997256501140604,0.9768933908265547,0.12354587087329287,0.08370849040974156
PRPF18,2000,256,0.992169874317678,0.9485598704893359,0.7014054310675972,0.633464985313444
PRRC2A,2000,82,0.997432638644749,0.9775229606264064,0.32560648896945943,0.21905921975220044
PSMA2,2000,38,0.9792881335213426,0.8773842071649921,0.26634579164028704,0.151760530102956
PSMA3,2000,194,0.9765895181715842,0.8890517566343064,0.5804723884066324,0.43445291716404066
PSMA6,2000,18,0.9717307641394409,0.8375770041971428,0.3514054555006774,0.2126265032823606
PSMA7,2000,22,0.9748110832257431,0.8480650288053797,0.36483872454210037,0.250186331656234
PSMB2,2000,46,0.9741763229275611,0.8685078963434938,0.43605212972663926,0.31098943974486193
PSMB3,2000,19,0.9679786967426081,0.832287685436572,0.2590101936275478,0.17349226292449899
PSMB6,2000,77,0.9789453130916302,0.9081007059513344,0.4942993022995299,0.41196891664125096
PSMC1,2000,177,0.9757056079893197,0.9083532464268437,0.6360186396201873,0.5084802419011326
PSMC2,2000,279,0.9819165536349205,0.9221937599186778,0.5992112899776335,0.48885657592621556
PSMC4,2000,149,0.9732099505117269,0.9027699634867015,0.6070622344007262,0.5123410517500785
PSMC6,2000,65,0.9739669155120041,0.8782851923804992,0.5321303003618619,0.397060332566201
PSMD1,2000,87,0.9849210635652068,0.9179772884911642,0.5966364020929983,0.44364619670161215
PSMD11,2000,40,0.9814323559151499,0.8948324864039875,0.515600518088863,0.37596556369451867
PSMD12,2000,116,0.9787086746928856,0.9146053990088184,0.5175348897419122,0.41362356440866604
PSMD4,2000,285,0.9924876645473605,0.968622328145146,0.417712333048229,0.2840671356474786
PSMD6,2000,282,0.9810807641438015,0.9303270384915655,0.5242458576584785,0.4497533714352935
PTCD1,2000,246,0.997932331001646,0.9829681252285557,0.2622605569007104,0.09313149838515326
QARS,2000,376,0.9858463821433717,0.9249074346379108,0.6192472282912371,0.455839385205781
RABGGTA,2000,114,0.9855577975652808,0.9284191814710797,0.16871650697142393,0.03145212951485208
RAD21,2000,62,0.9880608220538546,0.9370182182125649,0.40987724837653067,0.2983370161226033
RAE1,2000,51,0.9847396689667858,0.9304086013898578,0.27058386891803937,0.16878799553058282
RAN,2000,79,0.9908873112477841,0.9457991210305259,0.35117391215723587,0.2357834864767783
RARS2,2000,139,0.9972958104785848,0.9789444548207809,0.28688065218976644,0.19459148702087967
RBBP4,2000,65,0.995312342094258,0.9636074768194545,0.1832399144515511,0.13400665881585747
RBM17,2000,50,0.9885343444253408,0.9311388485728571,0.20741736704848876,0.1296981035046787
RBM25,2000,53,0.9832596476804547,0.8970294320073229,0.6095314188797416,0.4876133286352246
RBM28,2000,55,0.9918624079633044,0.9586874386526025,0.36651701253741104,0.19537166686576313
RBM39,2000,49,0.9910785287613333,0.9377432591158321,0.3774695680547704,0.2861866606068559
RBM42,2000,68,0.9859595563079884,0.9245447230159404,0.22263019569072312,0.17297013945657497
RBM48,2000,55,0.9921395272583285,0.9490618563926021,0.15711504578930444,0.09572023436802721
RBM8A,2000,17,0.9723473087254234,0.854008443736176,0.4115738534415078,0.2918788023090973
RBMX,2000,110,0.9950713074759102,0.9689754809316609,0.3058772912249341,0.200215392701733
RCL1,2000,104,0.9917899787887751,0.9612185823412052,0.6345865944413691,0.26583161483892165
REXO2,2000,65,0.9925896642843298,0.9661515506324014,0.04908095472713517,-0.024553066390394774
RFC2,2000,85,0.9951831415794519,0.9700019273602183,0.3738995581565475,0.2160416864736394
RFC4,2000,58,0.9949346080552683,0.9590999928420091,0.32717335185984464,0.17255490155425746
RFC5,2000,101,0.9971354311618551,0.9769707332469346,0.18265145158904614,0.08950456377726927
RINT1,2000,143,0.9974611932099399,0.9795582170641027,0.18931489892179898,0.1360750412495086
RIOK2,2000,161,0.9922347940159655,0.9665945464676173,0.6575928407547753,0.33661021413206715
RMI1,2000,195,0.9985505820758781,0.986977800374593,0.1507372851984737,0.11629942799305419
RNASEH2C,2000,89,0.9972207650507157,0.9740045769963794,0.1285189074480139,0.09984487075193059
RNF113A,2000,170,0.9899815942566337,0.9345718834204619,0.6771464290231582,0.6139294249674841
RNF20,2000,118,0.9896881442047198,0.961169104590495,0.3535193159211501,0.25362700613745165
RNMT,2000,106,0.9924613394380917,0.9645591982681594,0.4244399904630519,0.011997869452477623
RNPS1,2000,51,0.9942498222685635,0.9584813222870623,-0.02045296907718017,-0.05757789117961089
RPA1,2000,337,0.9891666280156557,0.9304336952900024,0.49220359993150775,0.36803051665340275
RPAP1,2000,88,0.9785016227308917,0.8932596088285696,0.4619031134517025,0.322095841452611
RPAP2,2000,373,0.9821630687042036,0.9184089383668931,0.5626204858172972,0.42789194674558495
RPL10,2000,215,0.9828528604112685,0.9319649164784223,0.6297663455166909,0.43205958402918887
RPL11,2000,315,0.9837844081665498,0.9224986606749583,0.6126548732316649,0.3819728684953355
RPL12,2000,185,0.9838751783402689,0.9381619049480197,0.5150910803047074,0.3750115615836961
RPL14,2000,189,0.9793035084616524,0.9330402222216503,0.6396925221725881,0.43195286892379925
RPL17,2000,134,0.9752155356021693,0.9253553199731067,0.6599242896157858,0.45768989335555754
RPL18,2000,229,0.9848158803948495,0.9371356834632253,0.6797163403625768,0.44724595325995253
RPL19,2000,226,0.9841286671858483,0.9337219904447216,0.605376035195611,0.3686163380775373
RPL21,2000,214,0.9893727951673952,0.9520438488752377,0.6255221395763295,0.4063899917475525
RPL23A,2000,84,0.9797691242266835,0.9239420151973421,0.641074535459191,0.39590474324696184
RPL26,2000,194,0.9848047906055215,0.9616390665947979,0.5525321472441573,0.39845953884824636
RPL32,2000,158,0.9867148399242184,0.9519103740647249,0.5743716267044077,0.43000336257789384
RPL34,2000,249,0.9792002148919906,0.9281243474261159,0.6387651504877755,0.42613171018468105
RPL35,2000,36,0.9832689828629982,0.9225737687062058,0.5335745679542712,0.30255351590705015
RPL35A,2000,97,0.9840485795394527,0.93207149617149,0.6202757754709862,0.39266228627835803
RPL37A,2000,295,0.9850781702042017,0.9448248832209394,0.6301997588440207,0.436929127419139
RPL38,2000,169,0.9843980472935631,0.9382808444405938,0.5878942164857485,0.3793702790353906
RPL39,2000,31,0.987300498835525,0.939560892142207,0.42926929820334014,0.2686500241388554
RPL4,2000,257,0.9845593350489844,0.9386534838567697,0.6597600660666846,0.4332824907963479
RPL5,2000,154,0.9784799044431615,0.9171326590720296,0.5942433868982504,0.3875464081206472
RPL7,2000,237,0.9820179479590296,0.9406776976585799,0.6116730717339667,0.3969928558096671
RPL9,2000,180,0.9853472717300134,0.9558173789510813,0.59160224643175,0.39004779965112163
RPLP0,2000,136,0.9856070874550739,0.9365289540579759,0.5948284234513279,0.4153210719283496
RPLP1,2000,96,0.9893796776140207,0.9680305992389883,0.18969125806542403,0.08739516638509942
RPP30,2000,97,0.993435008948346,0.9672442490528684,0.6311837730996255,0.2492482967291726
RPP38,2000,49,0.9945890990628687,0.9630408370256955,0.45477440682780496,0.1332197281091483
RPS10,2000,93,0.992171395279632,0.9653883148517,0.6253690123174225,0.30819522623721823
RPS11,2000,233,0.9861988974960274,0.956439721874969,0.6884987526183917,0.4640857384839281
RPS15,2000,18,0.9798407319015034,0.9033384303726697,0.5767674370523606,0.2778828131685436
RPS15A,2000,257,0.988139721074386,0.9518974722973137,0.6878393088772123,0.445604230200389
RPS19BP1,2000,50,0.9892525141220136,0.9503930168677446,0.5279270199827424,0.1786702959751853
RPS2,2000,50,0.989928949244709,0.9405506961942872,0.5869374619778611,0.3404870545696026
RPS20,2000,179,0.9864855890462039,0.9525245925679171,0.6657113824985571,0.4391363364768808
RPS24,2000,213,0.9829262788658416,0.954219777368009,0.6670441840716717,0.4549533116507215
RPS27,2000,161,0.9880379825516027,0.9706536276754886,0.5229209383060722,0.23167627495045393
RPS27A,2000,88,0.9852574495578326,0.943206840430991,0.6642893034657318,0.41958240848496436
RPS28,2000,262,0.9893628164574545,0.9617585576137936,0.6334935808434397,0.3627259753578925
RPS29,2000,211,0.98830657191563,0.9568634260742673,0.6887141463574891,0.4484442124355923
RPS3,2000,252,0.9818207282268892,0.9483011290853363,0.6501801901071326,0.4483463657221253
RPS3A,2000,120,0.9850406428433811,0.9467491837579421,0.6289884155061269,0.3948387127698565
RPS4X,2000,175,0.9795635838485266,0.9602814216998172,0.5855036593907015,0.33205786152073113
RPS6,2000,165,0.9803614498283136,0.9444134410056584,0.67066427553476,0.47143874162676397
RPSA,2000,191,0.9877594084450868,0.9565031830985791,0.6130440602720645,0.4023052596225113
RPTOR,2000,81,0.9944156674690211,0.9547628894272066,0.4371540261368458,0.25194513284652603
RRN3,2000,38,0.9858688755987901,0.9387044897537401,0.3870151698133405,0.16998294395460703
RRP1,2000,90,0.9943405725081442,0.9605788970816006,0.32617180038433014,0.18354075061040737
RRP12,2000,191,0.9908905225074979,0.9683514464689102,0.5907745509362345,0.2243393084499349
RRP7A,2000,40,0.9896010818214594,0.9439274879786244,0.598508374756607,0.2517190350519982
RSL1D1,2000,124,0.9959147854438296,0.9745532693177072,0.3294552430916761,0.21321575398371947
RSL24D1,2000,116,0.9912255847737375,0.9589421106773668,0.48940805065506804,0.3011549675695805
RTF1,2000,53,0.9802872737042748,0.9067124827876412,0.4015720060179513,0.34541574956653764
RUVBL1,2000,171,0.979823904831635,0.889506840169916,0.6601605734697855,0.5219313143345097
SAMM50,2000,94,0.9947786147643115,0.9609791574252669,0.6395512935279317,0.43080607471452026
SAP18,2000,40,0.9899389743416381,0.946844994665839,0.28309708674032774,0.048036637022713075
SARS2,2000,150,0.9981502695587285,0.9831548361985996,0.10401888380668474,0.074822443587942
SART3,2000,142,0.9906475863640348,0.9453940919428089,0.4627433072676411,0.40359493390425477
SBNO1,2000,127,0.9967075702405283,0.9801425241005528,-0.07231468574566291,-0.048361980897573015
SCAF1,2000,158,0.9959563736602669,0.9695352493436837,0.5801638322458638,0.3647114886367278
SCFD1,2000,103,0.9882084033286473,0.9363024274046593,0.4471151811349426,0.27148841870441187
SDAD1,2000,210,0.9944159941226901,0.9717212999871695,0.510365088419007,0.35575295958174336
SDC1,2000,170,0.997531586088321,0.9821527286214676,0.16576877455648564,0.10324440219050389
SDE2,2000,134,0.997615645460913,0.9819291032966286,0.3198052229450414,0.19107851701617268
SDHC,2000,91,0.9967294793507665,0.9742928022828012,0.0009897135633565896,0.015779998370068965
SEC61A1,2000,129,0.9914351288698912,0.9469982341003365,0.6140879757407135,0.42211610206724215
SEC61G,2000,74,0.9878953619712626,0.9262137891687716,0.5815800709359954,0.3966492609027561
SETD1A,2000,60,0.9884492196156639,0.9393413402178326,0.535971282229982,0.3917278692499199
SETDB1,2000,123,0.996177785249833,0.9763018260082692,-0.003958681260132633,0.03116103316858934
SF1,2000,18,0.9893001255448933,0.9116725504885946,0.2104831475531731,0.1522276752123467
SF3A2,2000,236,0.9925159846223446,0.9663494670517347,0.44295741958075996,0.3210862489195602
SF3B5,2000,55,0.9841886264777485,0.9053171993291309,0.7124233208433055,0.6254530234362681
SFPQ,2000,185,0.9675798266520822,0.8385039516300967,0.45997597136055296,0.3138593764601331
SFSWAP,2000,145,0.9931200809932589,0.9558621188636119,0.2810330135941404,0.2277226831274964
SKA3,2000,109,0.9975196238088433,0.976545370963582,0.2753609604681437,0.13037365869180512
SLBP,2000,63,0.9882982638356101,0.9405423968527337,0.24345907560915156,0.17077597968602082
SLC39A9,2000,724,0.9983114183538304,0.9883532260225965,0.2494802623044742,0.15747799709556054
SLC7A6OS,2000,36,0.9893149210645809,0.9212030602816667,0.40845343252142685,0.30647385014513767
SLU7,2000,195,0.9852484651108455,0.9297945771690637,0.7358890119243708,0.694839103267131
SMC1A,2000,156,0.9770766343328497,0.9109343853005345,0.3628733379388873,0.2531850993359208
SMC3,2000,42,0.9833813465925502,0.9222635488804348,0.25046604542753537,0.16617965248073568
SMC4,2000,169,0.9947345253218144,0.9627070718614821,0.4733883616940718,0.2711552505462853
SMG5,2000,82,0.9928716527393341,0.9564519421201295,0.7028607046217332,0.41298931539620465
SMN2,2000,319,0.9880455598183329,0.9350889826133185,0.6781961182478352,0.622059799025722
SMU1,2000,101,0.9803544315370357,0.9145303149473502,0.5975040520630471,0.49031710359856817
SNAPC1,2000,96,0.9913815535909738,0.9514399538888482,0.4932387238230683,0.4331138578492003
SNIP1,2000,43,0.9858469155209704,0.9050696359733197,0.43397364466661914,0.284937558087067
SNRNP200,2000,92,0.9880669809036842,0.9275393120306827,0.6974234835522919,0.5627481668566484
SNRNP70,2000,85,0.979121108684151,0.8953130806131875,0.6328543258098884,0.5096216651798001
SNRPB,2000,120,0.988435783376094,0.932767757655026,0.7283308036779031,0.6505273434695547
SNRPC,2000,28,0.982180048266558,0.8861498748075111,0.5128856249507295,0.3714638686734878
SNRPD1,2000,113,0.9833783574751104,0.9034447530366291,0.7663099749620809,0.6625502775835028
SNRPD3,2000,120,0.9855277600690702,0.9182589897712266,0.7699602965477357,0.6870904380644626
SNRPF,2000,92,0.9836039584053045,0.9037884967377856,0.7832646928171838,0.7089821938398024
SNW1,2000,115,0.9965387378192805,0.9709881340259724,0.48275272438964134,0.35127194759806446
SPC24,2000,95,0.9903048438007316,0.948850140023892,0.6320992965840478,0.4671646176863229
SPCS3,2000,115,0.9963367260752227,0.9754615269158795,0.2283490788458231,0.1890960949616829
SRBD1,2000,143,0.9970715476030065,0.9789144171816165,0.3932045304534803,0.24306331025193453
SRRM1,2000,136,0.9949662202888824,0.9695236223638016,0.3506319359192856,0.23022615586570375
SRRM2,2000,146,0.9951526861455005,0.9697233284561043,0.17543798125422277,0.12146716014876108
SRSF1,2000,117,0.9796548466028735,0.9201159871980846,0.3227016081482,0.2363731332193515
SRSF10,2000,120,0.9970353416402423,0.9770992902005342,0.12105328466008938,0.11425548509387247
SRSF3,2000,15,0.9146996755024459,0.7572171403681499,0.5032556077712782,0.34432998839897466
SRSF7,2000,100,0.9923629079911966,0.9527784126102138,0.2790665766565937,0.23338125372551558
SS18L2,2000,130,0.9975636963794642,0.9781329437507876,0.25294647941535064,0.15349299694212404
SSBP1,2000,115,0.9868853969551874,0.9761090785162247,0.3609653882842709,0.01786246495966412
SSU72,2000,55,0.9917182485276518,0.948072065920268,0.2689600680179926,0.20261452467013336
STARD7,2000,98,0.9955917986376169,0.9771339997241119,-0.04010880425827152,-0.010359935070371544
STRAP,2000,91,0.9963724034805748,0.9731800959748882,0.20313984471303942,0.13689840201282635
SUGP1,2000,146,0.993823725062787,0.9681252833578506,0.15394250105759122,0.09956778559826666
SUPT16H,2000,82,0.981447025853263,0.9080616195828964,0.5692724769236497,0.4373664961554922
SUPT5H,2000,367,0.9724416971890886,0.8745827104416974,0.643147223308006,0.5154178433723958
SUPV3L1,2000,74,0.9910403811517999,0.9676291224147456,0.2061831404207607,0.16982041189014013
SURF6,2000,113,0.9966159752533699,0.9732097570084892,0.4162554469720568,0.2771047059287279
TADA3,2000,139,0.995665153451821,0.9752202090949901,0.2640930661830778,0.06383373334908518
TAF10,2000,38,0.9777397123204944,0.9116388587585852,0.5310928086956903,0.28734053194200193
TAF1C,2000,128,0.997080018833766,0.9802229300255795,0.2945474751048768,0.09779317525835854
TAF6,2000,111,0.9907562639779441,0.9618825621644403,0.45116121660019354,0.14032324153643244
TAF7,2000,84,0.9883562964489242,0.9303647970968136,0.44930085737073294,0.31772863476349517
TBCB,2000,97,0.989701401583553,0.9443560551753506,0.24085884386875953,0.23568622474454176
TBL3,2000,70,0.9925366363691888,0.9655197036752214,0.5147519351517865,0.1360649605190337
TCERG1,2000,93,0.9956320509829557,0.9668341163543942,0.17020689921579263,0.11010359291782189
TCOF1,2000,86,0.9895096895248421,0.9447497472248629,0.10831863076088545,0.0507200539382772
TELO2,2000,73,0.9926585419795081,0.9610400200067659,0.2722714353530683,0.16091358230379627
TERF2,2000,47,0.9884365959950124,0.9143808970997861,0.5161535063076762,0.36228578622183755
THAP11,2000,60,0.9966026751500884,0.9667598734424078,-0.01399317162977667,0.011034606731924874
THOC6,2000,115,0.997826843392541,0.9810435838169286,0.06901591180868787,0.03444557055172216
THOC7,2000,104,0.995419436759929,0.9675720740000823,0.33021420044991184,0.23381983639350726
TIMM13,2000,162,0.9936989888724561,0.964049207107041,0.5081481006722327,0.37059118118402595
TIMM23B,2000,480,0.9885938409841705,0.9392232230763238,0.6976228687377436,0.5205794689103119
TIMM44,2000,38,0.9871301237160695,0.911424618545578,0.5895386139819053,0.3877296257714039
TIMM9,2000,183,0.9975449561375259,0.98252217198823,0.16019967579517755,0.09307816950800897
TMX2,2000,94,0.9916172379740265,0.9530243898894447,0.3978379128342145,0.21815407217679014
TOMM22,2000,89,0.9931323888121006,0.9574221589802994,0.5625117536983144,0.2569514876066001
TOP1,2000,91,0.9950949391254112,0.966950371496823,0.3794616677158454,0.1162310540104064
TPR,2000,68,0.9886752870439391,0.9377134792380052,0.3472645885540668,0.22939489913024308
TPX2,2000,212,0.9904617052308416,0.9458378333423382,0.5575019505379317,0.38798174599078955
TRA2B,2000,139,0.9946668380550786,0.9768969268405504,0.23403242898161566,0.21836461985750813
TREX2,2000,275,0.9969667035381198,0.9829447291655078,0.31122337471439926,0.23781416788969856
TRMT10C,2000,67,0.9948441572415433,0.9667517155669034,0.2743446459452106,0.09947959107510297
TRMT112,2000,150,0.9937317728934353,0.9689687756320988,0.6206123475700347,0.23655644677389379
TRMT5,2000,93,0.9961203712896559,0.9720895131728148,0.452710938615947,0.28572155624081014
TSEN2,2000,168,0.9936912153953179,0.9754920255941727,0.24554598892024873,0.24113647384041456
TSG101,2000,83,0.9847427324250033,0.9185625211106615,0.4904005920940165,0.3928162873665467
TSR1,2000,109,0.9957543707542713,0.9731132389288627,0.5498284097018404,0.22165603937276454
TTI1,2000,146,0.9915293302033863,0.9535554167971864,0.37467813276055084,0.22782719977401322
TTK,2000,185,0.9844440086236081,0.9142613682335395,0.6005269908877433,0.3969902769218241
TUBGCP2,2000,226,0.9972080381118815,0.9804326540807632,0.24392905306227175,0.15835057466207875
TXNL4A,2000,66,0.9913332036002538,0.9437933522986585,0.26211190022911474,0.18887721926386092
U2AF1,2000,141,0.9874713910897994,0.9350526930669074,0.5950512913518872,0.521138626851726
U2SURP,2000,263,0.9884986996937295,0.9355206844236555,0.45670005325760993,0.3459480149394444
UBA1,2000,251,0.9877152509582477,0.9511328655066804,0.15397011942070363,0.1454427168826467
UBA3,2000,94,0.9956382830068581,0.9737269348998011,0.01155504181635717,-0.015963083476058824
UBA52,2000,44,0.9930113087084022,0.9532388094067167,0.2466520477955905,0.1036573062216267
UBAP1,2000,102,0.9847383312644042,0.9188484842147648,0.4575244348355477,0.33053734300361515
UBL5,2000,198,0.9907197918130222,0.9415911541340606,0.6555039628330549,0.5538011306436932
UBQLN4,2000,145,0.9970390252274234,0.9773205386408527,0.3423228187649915,0.22094255376050312
UFM1,2000,119,0.997266517555204,0.980967265113702,0.17915328680034803,0.1661261117231348
UPF1,2000,115,0.9924262802963508,0.9586454267407776,0.4511070021300862,0.2938458144413576
UPF2,2000,133,0.9940001489241757,0.9636460721987441,0.5085657663595512,0.31450032025778807
UQCC2,2000,83,0.9966000847272096,0.9740100674084514,0.16941718380141202,0.13864890768497165
UQCRB,2000,93,0.9968377090839475,0.976256207349424,0.1987860858367503,0.19039061286252562
UQCRFS1,2000,114,0.9961336764173848,0.9744331464807485,0.36370919767475596,0.2661492230061044
UQCRQ,2000,148,0.9969519719774248,0.97983697304651,0.3036469784875947,0.27136772426814626
USP36,2000,151,0.997322294548991,0.9782488825063089,0.3263789778201562,0.09323101274119133
USP39,2000,166,0.9909185492397429,0.9526626930633453,0.43729710193960736,0.31503425900837595
USPL1,2000,96,0.9929822647307882,0.9613419069626874,0.21368079174047414,0.22515043208137905
UTP20,2000,92,0.9912835680643428,0.9621930406339133,0.59186540176502,0.2592843570687222
UTP23,2000,160,0.9944425054465518,0.9775401270854136,0.5486833414181338,0.16751814433829304
UXT,2000,206,0.9917038622716621,0.9548235907883883,0.4546481248862339,0.28701438833789983
VPS54,2000,306,0.9985081960158815,0.9879967981695955,0.23249197428127757,0.14550635430158387
WAC,2000,93,0.9971586951480303,0.9772473124364405,0.042633028055575325,0.04502896207980184
WBP11,2000,205,0.9947338356463611,0.9642071845382344,0.637050467155598,0.509907912809088
WDHD1,2000,175,0.9972326007100651,0.9779000868103862,0.1542114932302359,0.10539395586776316
WDR12,2000,174,0.9942174543291118,0.9721095440007012,0.49700674484925783,0.2930195300463562
WDR24,2000,78,0.9946963122274064,0.9624167631370069,0.33951660922036175,0.2038307258191131
WDR33,2000,79,0.9918911290203516,0.9520410052164784,0.3469975488266052,0.2396736263160253
WDR61,2000,98,0.9945088957327884,0.9651597802726128,0.18362437753214744,0.16525576734476724
WDR82,2000,86,0.9720704648903205,0.8773192720736481,0.33285080373947057,0.18440864705261262
WDTC1,2000,107,0.9937796954910394,0.9653379503892444,0.12519732732364472,0.08185867047317734
XRCC5,2000,77,0.9907536270240968,0.9455868308321882,0.5064217493249795,0.278934707873714
XRN2,2000,57,0.9947828583767654,0.9608912009029421,0.20031209457502264,0.12439431701338147
YEATS2,2000,233,0.9966056959252121,0.9852387231837969,0.42371999443616176,0.028007949288275352
YTHDC1,2000,157,0.9941230069345038,0.9710245994490934,0.41548841546713094,0.19237045284300014
ZBTB17,2000,158,0.9969653696501988,0.9783699239167358,0.029759287586440756,0.007020380457403566
ZC3H18,2000,23,0.9890163347919264,0.9179159443392549,0.17024491564353603,0.13694822833078385
ZCRB1,2000,141,0.9973771976146064,0.9787473840115705,0.15131192381359668,0.1287450738136358
ZFC3H1,2000,105,0.9942637602707504,0.9649859701141285,0.16988551115542955,0.11045761552936903
ZMAT2,2000,348,0.9925245371008579,0.9567306448934596,0.5377255236819135,0.44704773447286983
ZMAT5,2000,98,0.9952023216670607,0.970552664566915,0.08228635136956763,0.0863805145290861
ZNF236,2000,85,0.9910775929209837,0.9669146940141067,0.4378302629721414,0.16907947007549512
ZNF574,2000,266,0.9985213439440224,0.9884729735284605,0.048247119897575165,0.05488830870206882
ZNHIT6,2000,116,0.9954223104602297,0.9727399457101351,0.5362339173896343,0.15512392174521536
