condition,source_context_count,pcc_delta,topk_de_overlap,pra_top100_true_de,csa_pearson
RPF1,0,0.5835269315628782,0.41,0.1595367210394765,0.1261039548645823
RPF2,0,0.4616910423447918,0.34,0.1661465105678412,0.1411351239043267
RPL10A,0,0.6691998485907414,0.44,0.1409490953649954,0.0852137847669298
RPL13,0,0.6868121828654988,0.45,0.1543206290717295,0.0820204104608661
RPL13A,0,0.3390556356036021,0.29,0.1401387820752841,0.1131096860061873
RPL15,0,0.6269612171704162,0.49,0.127745045323252,0.0534994988801228
RPL18A,0,0.5400016242898664,0.4,0.1486337966334285,0.1041152123101865
RPL23,0,0.5896330811609679,0.37,0.1509247151633548,0.0880033761260631
RPL24,0,0.6652473333652755,0.48,0.144734611801257,0.1008429878469079
RPL27,0,0.6389322948044676,0.43,0.1673130239022141,0.1604631837581264
RPL27A,0,0.6600975602946635,0.49,0.1561419522764701,0.1225146939027924
RPL30,0,0.6662660556529005,0.45,0.1443787824442011,0.0910459484786657
RPL31,0,0.7032806709637668,0.5,0.1563255253982178,0.1522469975431729
RPL36,0,0.6841555572903658,0.47,0.154327111782747,0.096517675953975
RPL36A,0,0.3692550779687583,0.35,0.1972469506816015,0.190453180795658
RPL37,0,0.4896548857428753,0.41,0.1480280965583632,0.1135365110904263
RPL6,0,0.6849601427959506,0.51,0.1660690631396568,0.1137043264208181
RPL7L1,0,0.4166756858248513,0.29,0.1397267620617672,0.070690605762644
RPL8,0,0.6923152376750324,0.51,0.1605131981543497,0.1213014091241884
RPLP2,0,0.486161896814456,0.34,0.1703035537404436,0.2458520340289149
RPP14,0,0.6348170771052225,0.59,0.1970526666200772,0.2664645716337531
RPP40,0,0.6893880692442584,0.61,0.1958585321477651,0.3684368703741971
RPS12,0,0.5305212934706113,0.39,0.1818909211807471,0.3456437798163018
RPS13,0,0.6769406166546955,0.47,0.1852471317602273,0.3169081916811224
RPS14,0,0.4705742160640327,0.34,0.1882263811665141,0.2758885636990408
RPS16,0,0.5873470404799842,0.46,0.1880684522227051,0.2340016252130382
RPS17,0,0.657832676021506,0.54,0.1929731193818909,0.3289144916338922
RPS18,0,0.6934563643789672,0.49,0.1834907988587283,0.3110497530542735
RPS19,0,0.720909582339238,0.51,0.1828687219243966,0.3144646786249478
RPS21,0,0.447601653806407,0.34,0.2003282083490868,0.2646093417314103
RPS23,0,0.6152747070835018,0.49,0.1983453558474485,0.2863055239428866
RPS26,0,0.6437388249940249,0.48,0.1781159434096752,0.263144493403655
RPS5,0,0.4975032207738787,0.29,0.1698071036386068,0.2956809267465132
RPS7,0,0.6781390880618602,0.54,0.1832645746078991,0.3048460404811296
RPS9,0,0.5970213404461537,0.44,0.1803934966601559,0.3637868820761133
RPUSD4,0,0.3624387855477468,0.25,0.1657229007308898,0.1627000977875589
RRM1,0,0.527737812967092,0.33,0.1230315670938949,0.0674767989261311
RRP9,0,0.4160149677817998,0.41,0.1904317965241643,0.3468063704593607
RRS1,0,0.6267129405810907,0.45,0.1581077390658393,0.1132481586566227
RTCB,0,0.4021958505313339,0.29,0.1997842912030237,0.3284133691222551
SAE1,0,0.2921810431938992,0.2,0.1638696457417193,0.232007205062639
SAP130,0,0.3072362884768054,0.34,0.1467987497254344,0.1268079956763809
SARS,0,0.3376381440579448,0.34,0.1061688850793897,0.0772158409216531
SART1,0,0.6301519366257312,0.44,0.135100529108518,0.1624747036004028
SEC13,0,0.5595585116965575,0.42,0.1816844634807258,0.1654162052351765
SEH1L,0,0.4682199592172508,0.27,0.1505379998708958,0.1445990939671351
SERBP1,0,0.1416857952104422,0.26,0.1821665591897892,0.2152418365936207
SF3A1,0,0.5980155715936978,0.32,0.1256778675974912,0.0888072821298601
SF3B2,0,0.7349408253406706,0.43,0.1185512784708576,0.0872018713053157
SF3B3,0,0.7158954839118088,0.42,0.104953400429275,0.1135373000156673
SF3B4,0,0.6800256410729778,0.37,0.1202502220192597,0.1313928764054434
SIN3A,0,0.4754955497403658,0.36,0.1445577059755825,0.1361451822932895
SKP1,0,0.1605102214636574,0.35,0.1208653241691835,0.1039822192166743
SLC7A5,0,0.3772060012352039,0.19,0.1752689550685456,0.2681153254286303
SMARCB1,0,0.1781600155820834,0.2,0.1488701870081847,0.1803286831243858
SMC2,0,0.5933270167358022,0.48,0.1518835148783374,0.1999767207622654
SNAPC2,0,0.324854655856221,0.26,0.1427953523316785,0.0582259294843107
SNAPC3,0,0.4280309599841017,0.34,0.1466201831749767,0.1639816635788661
SNAPC5,0,0.3553475676164845,0.23,0.1811051955403753,0.1757576773655823
SNRNP25,0,0.3121848899381019,0.34,0.1418102085754624,0.1161636736057713
SNRNP27,0,0.0500520788939402,0.12,0.1390758534802664,0.1229909479082407
SNRNP35,0,0.4635000266249859,0.36,0.1255641301274744,0.0946768034188349
SNRNP48,0,0.4139061326826132,0.34,0.1325556785362789,0.1023892368268028
SNRPA1,0,0.722936714005484,0.47,0.1349725490703685,0.1187902364334801
SNRPE,0,0.7205909304173457,0.43,0.1392954879140321,0.0906180931844314
SNRPG,0,0.6517727610808716,0.37,0.1407277685621229,0.0957051130197964
SON,0,0.4482752598528164,0.36,0.1080879227035003,0.0922906238522817
SPC25,0,0.6135025455521466,0.42,0.1134083415527504,0.1153663391475074
SRFBP1,0,0.6789104782234504,0.64,0.2101535446941577,0.3744071080922197
SRP54,0,0.6044316178259376,0.42,0.1276361328848245,0.1575145136472905
SRP68,0,0.5571810279767573,0.42,0.1291852626796353,0.1036926068146723
SRP72,0,0.2203889261791417,0.2,0.1606695288628543,0.2257254664047689
SRPRB,0,0.5363437475246269,0.38,0.1383387055251558,0.1854592262373999
SRRT,0,0.6780122835443672,0.5,0.1485763321320406,0.160068527787961
SRSF11,0,-0.0416254071355531,0.18,0.1339573191022259,0.1268024676047716
SRSF2,0,0.2256554446543295,0.16,0.1529967813144088,0.096598778507843
SSRP1,0,0.5527618875356402,0.38,0.1500360842117643,0.1188414205724478
SUGT1,0,0.0656574874363839,0.19,0.1267456137815204,0.1250955122675039
SUPT4H1,0,0.2751217332125495,0.23,0.1854642993835414,0.2363285499292374
SUPT6H,0,0.6758312261063222,0.51,0.1186926581049699,0.1875343387728199
SYF2,0,0.4355308123541677,0.32,0.1820336514335617,0.1612206455438044
SYMPK,0,0.5287324853398299,0.35,0.1325217539416436,0.0782717375243426
TAF1,0,0.600166989385214,0.53,0.1442098573191587,0.2191372651304267
TAF12,0,0.7401733742007247,0.53,0.1644948322218886,0.2442047428770856
TAF1D,0,0.1895329546200314,0.18,0.1774020281619515,0.251603496971311
TAF2,0,0.6236079019873727,0.57,0.1700971041858209,0.2250520166449455
TAF5,0,0.718411699236714,0.66,0.1535785034508786,0.1802754631978542
TAF8,0,0.6146494185542976,0.6,0.1906921582265389,0.3068056386230283
TANGO6,0,0.3926184451880596,0.39,0.146760189549042,0.0736255125465083
TARS,0,0.4045715679612507,0.29,0.1540452566500007,0.1958849070867893
TBP,0,0.5861453699402525,0.58,0.1894234157321632,0.3856003699272835
TCP1,0,0.4765530842236715,0.35,0.1495826313021656,0.1239031918450935
TEFM,0,0.0216509738101391,0.13,0.1932424224826298,0.4798290489707795
TEX10,0,0.5863105478205585,0.39,0.1801988089248313,0.243233849167514
TFDP1,0,0.3600629951078603,0.3,0.169570792597147,0.1760928637233876
TFIP11,0,0.4369114449014348,0.2,0.161671428157349,0.1897807208793405
THAP1,0,0.3858568498566973,0.32,0.1415085402117237,0.165367457236014
THG1L,0,0.6347761320467454,0.43,0.1361110062972507,0.0888265412165388
THOC1,0,0.4846119730750858,0.4,0.1378763826740416,0.228018497490208
THOC2,0,0.6743771175205241,0.49,0.1396048320344853,0.3190762198847427
THOC3,0,0.2918572851619722,0.17,0.162023898976038,0.2218727547095523
THOC5,0,0.486401606861826,0.3,0.1356291826257038,0.1570631605428601
TICRR,0,0.5060523476949089,0.4,0.1483492732239141,0.0838900041905912
TMA16,0,0.4185543387525244,0.37,0.1900676116376342,0.3261413239398762
TMSB10,0,0.3921291597883494,0.18,0.1453377858728616,0.1731066720240036
TNPO3,0,0.5048377950608671,0.32,0.1738929332565187,0.1819255801057273
TOMM40,0,0.641392462930913,0.47,0.1651343654585477,0.23144984401299
TRPM7,0,0.4468051936593249,0.38,0.1854017781561331,0.1831149063135574
TRRAP,0,0.6632400633469061,0.56,0.1771543538219918,0.3006819657969641
TSR2,0,0.5582829222777622,0.41,0.1722385419833118,0.2938315010088923
TTC27,0,0.2856006950799472,0.13,0.138302928927908,0.1321915296438433
TUT1,0,0.2672779032592073,0.2,0.1760109412149436,0.2831470562265903
TWISTNB,0,0.0269297532547736,0.2,0.1138445084582226,0.1893808939811523
TXN,0,0.3497317483764546,0.36,0.1467555618332206,0.108802654886309
U2AF2,0,0.4353208413333792,0.26,0.1495608698622501,0.1853791429669876
UBA2,0,0.1776619312309213,0.3,0.1471267723797419,0.1570750150272334
UBE2I,0,0.3145223756238908,0.22,0.1506261237553028,0.1057535203807341
UFL1,0,0.4730877638083191,0.34,0.1701975919175251,0.2679994578026868
UQCRC2,0,0.4133137935118253,0.35,0.1973909241328111,0.1520619989184104
URB2,0,0.357711507938645,0.31,0.1910903816170439,0.3408536534091355
URI1,0,0.4205321947728658,0.35,0.170484953227693,0.1364182125006058
USP5,0,0.1487794750284519,0.16,0.1569318060895486,0.2985275097579756
UTP15,0,0.5306207189925187,0.51,0.1710444649135125,0.2019220554993923
UTP18,0,0.54285092876377,0.51,0.1956925773784499,0.3447037636370266
UTP3,0,0.519651939448866,0.43,0.1679727406495191,0.2658482379737632
UTP6,0,0.6734364170675287,0.61,0.2097343644809362,0.4067543571633017
VARS,0,0.7577074291779253,0.53,0.1520934630563731,0.2081425061779044
VPS28,0,0.5600482327706091,0.35,0.0888148919466436,0.0622341990289817
VPS29,0,0.4093917761255148,0.21,0.141000775483181,0.1793185381983666
VPS35,0,0.4591659701865038,0.32,0.145686036354263,0.0703396467196773
VPS72,0,0.0764999579408103,0.14,0.198188164887906,0.2173557921041098
WDR3,0,0.7190880053533563,0.67,0.2015784945282641,0.4609928212693058
WDR36,0,0.3435193359242033,0.28,0.1743380319135716,0.5201241394198114
WDR43,0,0.5789147112140521,0.59,0.1719728510368638,0.2481968167184754
WDR46,0,0.5717498063550188,0.51,0.1992201644111282,0.3490835909334304
WDR5,0,0.718980113339885,0.55,0.2013113951467146,0.3784369996930254
WDR55,0,0.3633204473494603,0.32,0.1871247178681821,0.2416633728875634
WDR70,0,0.5147370272993264,0.27,0.1518022578544277,0.1246237258877751
WDR74,0,0.5250409212798903,0.36,0.1554291749297798,0.1433913809078511
WDR75,0,0.5208575475943373,0.53,0.1709089975478225,0.2429834119615813
XAB2,0,0.5384291172107927,0.28,0.1130327802934175,0.0863765344386451
XPO1,0,0.6505029760349991,0.5,0.1284056806609661,0.069058595508749
XRCC6,0,0.3243492433497284,0.38,0.1852422295237588,0.2077121320855932
YEATS4,0,0.442117679339283,0.31,0.1514838513517497,0.1611788418281663
ZCCHC9,0,0.1517554152745839,0.19,0.1654794737094034,0.2997251465505631
ZNF207,0,0.3000394027673473,0.26,0.1542416477811098,0.1387921384740586
ZNF335,0,0.1329762238240284,0.14,0.1348131707771811,0.1430688758670744
ZNRD1,0,0.2152417677871878,0.19,0.1588061326676694,0.2210965598289783
AAMP,1,0.5048841928941254,0.37,0.1585458597998581,0.156826939689422
ANAPC2,1,0.3646039370241726,0.27,0.1728536037669346,0.2021604596464943
AP2S1,1,0.5002237293351346,0.44,0.1508018818893298,0.1371555114074932
ATF4,1,0.2658002877604537,0.21,0.1795247450565531,0.1714543546418676
BCAS2,1,0.5858694802290502,0.36,0.1742008602155431,0.1621874405047231
BGLAP,1,0.4237964622813243,0.31,0.1478625007835024,0.1320004238357786
BRD8,1,0.2773489038991968,0.17,0.140051377246619,0.1411280075677292
CCNK,1,0.376595618244481,0.4,0.1915669261242081,0.3861444308303189
CENPE,1,0.3546856396418215,0.37,0.1450610596929572,0.1328175242848952
CHMP1A,1,0.1917070214801558,0.28,0.1355146476662309,0.2424174721878033
CHMP2A,1,0.5565431369550815,0.39,0.0822656172925449,0.0569027729971585
CKAP5,1,0.4821886051109424,0.4,0.134045048194924,0.1480821320673341
COX17,1,0.4747612716410463,0.4,0.1696302313648358,0.2180403857528132
CTR9,1,0.5598152854933952,0.37,0.1368223917188685,0.0743202520919011
CWC22,1,0.5359843376947752,0.3,0.1333514692834694,0.0407228283222317
CYCS,1,0.3960427666258654,0.44,0.1975315441486647,0.2617117556010941
DDX47,1,0.3658737814204338,0.23,0.1701282002263266,0.3343244859972654
DIS3,1,0.6826452135746707,0.66,0.162559745076764,0.4094589991685295
EIF3CL,1,0.3980336074473302,0.29,0.1444736423379756,0.2114857978699318
FBXO5,1,0.2291988338411969,0.21,0.1633368265376113,0.2845958594990762
GBF1,1,0.6506090159284758,0.39,0.107894520397395,0.1445874464758507
GINS3,1,0.5332985489685773,0.41,0.1541338617162895,0.1537041222877736
GRB2,1,0.0924426542801974,0.15,0.1532955157491266,0.3691137500233695
HARS2,1,0.476518075555069,0.36,0.1600434888327259,0.1451212729071997
HEATR1,1,0.6189454045545869,0.56,0.1701748349364502,0.2853334920658016
HSPA8,1,0.2906151650705235,0.34,0.1377714559024386,0.1341508845926521
IK,1,0.451052885417336,0.28,0.1253161366948154,0.0767460390679111
KIF20A,1,0.1214332818351204,0.13,0.1416438704709914,0.1117882625387364
MED10,1,0.6577919316581987,0.47,0.1419117298822672,0.1246967110367446
MED28,1,0.5450949509898637,0.44,0.1621291413160562,0.1694179442331741
MRPL13,1,0.4869435364476713,0.31,0.2029724805552995,0.2629174303147317
MRPL54,1,0.4879094582953782,0.38,0.1568343271850985,0.1885276273874799
MRPS11,1,0.4477151060251842,0.41,0.1858657076932047,0.2443099197152164
MRPS22,1,0.3546612444068499,0.38,0.2050979166503087,0.3608512445688829
NAT10,1,0.5296305363748535,0.45,0.1840373467815915,0.2527285294426717
NCAPH,1,0.3752436921036672,0.26,0.1159790446784685,0.1980724209475143
NDC80,1,0.5636548720993763,0.4,0.1131048402337204,0.1173121938290448
NDUFA8,1,0.435153456205389,0.35,0.1759217877861031,0.1353471291185605
NRF1,1,0.1627919992250967,0.17,0.1484938903300847,0.0806365006537246
NSRP1,1,0.5929467038869031,0.28,0.1176993167963987,0.0624476355700359
NUMA1,1,0.3624089506615776,0.28,0.1571150249433827,0.1722386386545968
OXA1L,1,0.6294028522962551,0.52,0.1977622414927886,0.4450524756906492
POLR1B,1,0.5995878656617799,0.52,0.1666484827084431,0.3218741254878432
POLR1C,1,0.2149256748163641,0.2,0.1744696804987406,0.2985996032819139
POLR2A,1,0.630002706873995,0.46,0.1369160617032758,0.1205100693056487
POLR2D,1,0.6237629547162203,0.48,0.1446971655736569,0.1194881541206008
POLR2G,1,0.6669617601917296,0.49,0.1543137605001837,0.123178363979619
POLR2H,1,0.5881040262329229,0.45,0.14415408884222,0.2538720535456859
POLR2L,1,0.5530751197675841,0.58,0.1803154566217781,0.2397411583766573
PPARGC1B,1,0.0536825802226284,0.18,0.1744096040127533,0.2062921394613705
PSMA7,1,0.4618518093186463,0.37,0.1040246831033058,0.0724906558276579
PSMC6,1,0.6154655971182914,0.39,0.1042378297206364,0.1419058666842205
RBMX,1,0.4158282033972646,0.34,0.1528292982045522,0.1433031066329868
REXO2,1,-0.1093111362921069,0.16,0.1411091370910838,0.0909562556948157
RMI1,1,0.252460443799174,0.23,0.1324712640316007,0.2444444227385328
RPAP2,1,0.6315280356724333,0.46,0.1548097940926772,0.1246993996008689
RPLP1,1,0.3291718073614916,0.36,0.1574286262398261,0.1690677696999966
RPP38,1,0.5841943996227122,0.54,0.1996130811267781,0.3518589635600704
SMC3,1,0.4212014895323175,0.39,0.1249871064576465,0.0885169599870022
SMU1,1,0.4893057183747799,0.3,0.0935854543085496,0.1320380750447796
SNW1,1,0.5027746575955367,0.3,0.127540621326257,0.1023272452974374
SPC24,1,0.6247521354236925,0.46,0.0990605325812449,0.0645958384178891
SRSF3,1,0.5143585527569619,0.29,0.0881922847114826,0.0584277430913954
SS18L2,1,0.3358330929896383,0.27,0.1577828728326407,0.1134853515761499
SSBP1,1,0.80167482235823,0.65,0.2048945133783846,0.4024319493610476
STARD7,1,0.0105832070394073,0.13,0.1899390432699546,0.2895340932631096
TBL3,1,0.7094678640983273,0.71,0.1978158766578322,0.2900417929017949
TREX2,1,0.3513668080626219,0.3,0.1307139468300025,0.1607333208059968
TRMT10C,1,0.6298503447568465,0.42,0.2108102096182459,0.3095414970178192
UQCC2,1,0.4464757282998624,0.36,0.1575790606727973,0.1462786665707168
USP36,1,0.4285867702151946,0.46,0.1843121589056069,0.4210508625165154
VPS54,1,0.5525636841581978,0.35,0.1372877818562273,0.1789165038900734
WDR24,1,0.3787990902692345,0.36,0.1191536345549506,0.0768534444825595
WDR82,1,0.4883208865867234,0.49,0.1245112983165208,0.1680183873972339
WDTC1,1,0.2013618751706578,0.2,0.1480653572267668,0.1717987942653356
ALDOA,2,0.6291519859624494,0.45,0.1349719722047344,0.1151840090315837
BNIP1,2,0.5419505312524083,0.38,0.1248700907463821,0.1871325565477546
BUB3,2,0.4506863339027705,0.31,0.1414692293612173,0.1703744194440488
BYSL,2,0.6458320480486484,0.6,0.2027196939361383,0.3840630580604841
CCDC84,2,0.4454686066675472,0.29,0.1594310870063738,0.1595396302391087
CDC6,2,0.4913092286506146,0.41,0.1514521610160137,0.129562576289146
CENPK,2,0.5222692674026654,0.35,0.1507460164169569,0.1461171435000358
CINP,2,0.4405589860164767,0.33,0.1664639753611517,0.1657977642349314
CLNS1A,2,0.4427726978619941,0.3,0.1585757985071635,0.114031092546571
CLP1,2,0.2747285041814653,0.32,0.129243588742041,0.2139644818117756
CNOT3,2,0.6106517074214193,0.32,0.124997250284502,0.1911038967818482
COPB1,2,0.5074754551561311,0.33,0.1156352208815575,0.055832087670923
COX7C,2,0.5365255769071263,0.38,0.1704964504358357,0.231472378010709
CSNK1A1,2,0.3723199733070095,0.33,0.1363785651555298,0.1236549578583001
CUL7,2,0.418477324609545,0.36,0.1447910349511391,0.0767784648579174
CXXC1,2,0.598457408953183,0.46,0.1869553152995341,0.1821745574052062
DAD1,2,0.4506061794455709,0.37,0.1337706842591423,0.178694725700814
DAP3,2,0.5222189433303863,0.47,0.2231126635902534,0.3927340934183956
DDX18,2,0.724010432857656,0.54,0.183291733396521,0.300749666988745
DDX41,2,0.7305163352295312,0.33,0.1484405586746207,0.2675502365317505
DDX59,2,0.3557356048972815,0.23,0.1530792770393322,0.1596378214788544
DNM1L,2,0.527117436709829,0.44,0.1912499041755645,0.350004962851565
DNTTIP2,2,0.7218255120661429,0.61,0.1943068622164354,0.3842372368641013
DSN1,2,0.6161946711695436,0.4,0.1244065914323128,0.0992286054299343
DUT,2,0.3739652947591398,0.33,0.166738322771882,0.1255384635615588
ECD,2,0.4587735620830438,0.3,0.129692681989819,0.140024033874279
EIF1AX,2,0.6773588030051476,0.58,0.1809346811013077,0.3431198146099495
EIF3D,2,0.7113426559653946,0.46,0.1458779997344435,0.1414657765697753
EIF3M,2,0.7087534783510414,0.51,0.1650402496308408,0.2824437039845082
EIF5,2,0.2553122773042159,0.12,0.1401191604121458,0.1264188618594361
ESF1,2,0.6948526565607616,0.61,0.1756059052977301,0.3353139965520451
EXOSC10,2,0.5928282624288955,0.64,0.2037799600879508,0.4862505208664294
FBL,2,0.709542796824504,0.57,0.1985522427067141,0.2086849444858406
GMPS,2,0.2526146131490461,0.28,0.1533667167245424,0.1394880331824329
GNL3L,2,0.5225461319257513,0.43,0.1890929423064192,0.1701649234909214
GPN1,2,0.7214882730281628,0.55,0.1620221127588715,0.1394259301362511
GPN2,2,0.6140806600365224,0.51,0.1703070687833457,0.1861008082389672
GTF2B,2,0.5637753336199637,0.44,0.1541359900079202,0.0889961181414787
HAUS5,2,0.3603005473310771,0.35,0.1469704508793659,0.1716768290191199
HBS1L,2,0.7016821373926072,0.45,0.1249619908866741,0.1347494516841954
HDAC7,2,0.4571072059018481,0.37,0.1378661297589898,0.1291776795200971
HNRNPM,2,0.402546720078659,0.37,0.1544734946961292,0.1364090892521014
HSCB,2,0.3389361157911383,0.26,0.1494069037458161,0.2435077861107582
HSPA5,2,0.5245156118187999,0.38,0.0877713795959428,0.0389227943680833
IMPDH2,2,0.3649539181334245,0.29,0.1781302612771796,0.1586776083138534
ISCU,2,0.4373454170233349,0.3,0.103410978861195,0.0609090429527165
ISG20L2,2,0.5359765805668757,0.4,0.1734013252161241,0.1753664173626057
KARS,2,0.4536032694971847,0.27,0.146224073239278,0.1211366679595623
KPNB1,2,0.6376065356433619,0.38,0.1164484032626876,0.0754622233334635
KRR1,2,0.7348255579364353,0.62,0.206982479373917,0.4741182189727167
MAK16,2,0.6304500587094072,0.43,0.1640878181117977,0.1725958660932579
MED17,2,0.6900603106493349,0.52,0.1194554039487112,0.0658481923995412
MED22,2,0.7116543194636353,0.54,0.1169065765670114,0.1157370522661502
MED26,2,0.4803321884358226,0.39,0.1786087343771833,0.2106666711989351
MED30,2,0.7296389371907663,0.55,0.1294379839511799,0.1641802218749712
METAP2,2,0.1865869542197422,0.19,0.1527818234203047,0.2358870638599694
MICOS10,2,0.4498302826634264,0.37,0.2041674642076184,0.3343991631426056
MRPL14,2,0.5123687458064741,0.37,0.2249332270818341,0.391197897806358
MRPL17,2,0.6136786652692106,0.43,0.2062589808898148,0.2469532025989051
MRPL18,2,0.6533523840462121,0.49,0.1866044635302177,0.1911917153256178
MRPL3,2,0.6132018422498267,0.41,0.1857572131885793,0.2644998863685749
MRPL37,2,0.5773737357188266,0.41,0.1925284953930474,0.1877744608818903
MRPL41,2,0.4885714981306292,0.31,0.1808801794084178,0.2002200647651482
MRPL43,2,0.5223391846755776,0.4,0.1697743317098242,0.1598572332379231
MRPL51,2,0.5350068912029777,0.35,0.1805494988924227,0.2428580304899403
MRPS14,2,0.4043636050261189,0.24,0.1826314416335791,0.1821874950923999
MRPS2,2,0.2843164612791677,0.25,0.1925117970036893,0.3032013743812525
MRPS21,2,0.5165298667189131,0.42,0.2056515702112547,0.3643543870031676
MRPS23,2,0.4750563740092702,0.43,0.2214013334989366,0.4013230506926356
MRPS35,2,0.565142351662176,0.52,0.2182252200084551,0.3809143510825649
MRPS7,2,0.4626515982103665,0.44,0.2353130594485242,0.3767643340574281
MRPS9,2,0.4097760626267697,0.42,0.2269031653382605,0.3142727363606528
MTBP,2,0.5488192328983829,0.47,0.1600387464902505,0.1803545149445603
MYBL2,2,0.5581892075698492,0.49,0.1543888774254932,0.165331017136988
MZT1,2,0.1344124030021974,0.2,0.1392124982137764,0.2866875521291037
NCBP1,2,0.6779822504908787,0.56,0.1823662393875741,0.3979026558695844
NDUFA2,2,0.5206647609382674,0.34,0.1176259791087754,0.1360595432038488
NDUFB4,2,0.4248468210449153,0.31,0.1663463308665136,0.2125155073969529
NDUFB8,2,0.542006323946022,0.36,0.1625944603406248,0.2281264348289011
NRDE2,2,0.5679687278281357,0.32,0.1767834495515506,0.2468360333248768
NUF2,2,0.6101905057878321,0.4,0.1313191577668262,0.1437718116667582
NUP160,2,0.635197142483624,0.42,0.1589213883488271,0.1489598875608331
NUTF2,2,0.5509898582054167,0.31,0.1735059552182375,0.1063628035092161
OPA1,2,0.4748985172100989,0.44,0.1476943307293811,0.1828702756845745
PGAM1,2,0.3908754202376117,0.3,0.1619163675856652,0.233545550229526
PGD,2,0.3142616581493574,0.28,0.1611893625121475,0.1721399885495478
PNO1,2,0.6767398095542968,0.59,0.1925240442224286,0.3877145037051374
POLA1,2,0.4553578498935813,0.4,0.12028248611933,0.1088941691661081
POLA2,2,0.4659732485881619,0.35,0.1444629651263324,0.1548392203199814
POLD3,2,0.3423277632899921,0.33,0.154600245895678,0.1419503300891354
PPIE,2,0.4930367807474122,0.27,0.1653205175132372,0.102068950040853
PPP4R2,2,0.1119052337818421,0.17,0.141966035974923,0.1352142361702731
PRIM2,2,0.4601258002205544,0.36,0.1502338260808805,0.1248762509748668
PSMA2,2,0.3427812580717253,0.28,0.1283365614151974,0.0356353140466904
PSMA3,2,0.6400990710494535,0.41,0.1080801837473061,0.2876129302237117
PSMA6,2,0.3612398616016917,0.28,0.1145589266555092,0.0684658653633753
PSMB3,2,0.3177105605224791,0.22,0.117575247762059,0.0747893447926436
PSMC4,2,0.6461319393920657,0.41,0.1013626764271422,0.1950625580045659
PSMD1,2,0.6225485320648355,0.42,0.114660144639844,0.1808573642078376
PSMD11,2,0.5627931911913491,0.43,0.1102664864722875,0.1878269554666081
PSMD6,2,0.6320926717930957,0.55,0.1159148019179793,0.325615445929285
RAD21,2,0.538531658369776,0.47,0.1072823301048196,0.0730007233948701
RAE1,2,0.4725058573916046,0.34,0.1692502026808243,0.1782921563918603
RAN,2,0.5000916410051139,0.35,0.1754380907587182,0.1886391124884566
RBM17,2,0.3803871698164182,0.26,0.1845560150076585,0.1992235802583096
RBM28,2,0.5853530987908887,0.33,0.1785744049041654,0.1470483411869298
RBM39,2,0.403835661177255,0.33,0.1819765025156887,0.2038688987962962
RBM8A,2,0.5459623860746747,0.4,0.1387343177682243,0.1549994085829336
RFC5,2,0.4029906284262746,0.27,0.1547276417526777,0.114466295020263
RIOK2,2,0.7385643979907294,0.62,0.2048358046888119,0.412524435423509
RPA1,2,0.4668281287877296,0.3,0.1247950432115722,0.102171424706752
RPL19,2,0.7317913828890421,0.54,0.1499597753642081,0.0947981047410303
RPS11,2,0.7503592057445448,0.59,0.1854144783977276,0.3151493525170351
RPS28,2,0.6651903825043952,0.52,0.1909012442591421,0.3389095905440618
RPS4X,2,0.6937945619793334,0.63,0.1722932476722,0.3184682173283703
RPSA,2,0.6695124406597155,0.53,0.1736062116137717,0.301079149730918
RRP1,2,0.55286696425342,0.45,0.1892928045435033,0.2148191889248744
RRP7A,2,0.6637037781352984,0.62,0.1876338639219968,0.2638008467578926
RSL24D1,2,0.6465052739551292,0.44,0.1661081603556871,0.1359574732454887
SAP18,2,0.5914326032124306,0.55,0.1855384026352804,0.4040104215422868
SCFD1,2,0.3949379387839511,0.28,0.1388382656577823,0.146158832413437
SDC1,2,0.2706518304418444,0.23,0.1732784587357619,0.2133946627402522
SDE2,2,0.4727362707260352,0.33,0.1668214754832934,0.1629705748645665
SEC61A1,2,0.7345469425874228,0.47,0.1305323123871099,0.0858507667361111
SEC61G,2,0.5849903030225885,0.4,0.1226273249297962,0.0698336113732218
SF1,2,0.3067280599540422,0.31,0.157405275050017,0.0689435051705972
SF3B5,2,0.7016537935662415,0.38,0.1247017364777797,0.0789424875649962
SFPQ,2,0.5104147359106209,0.33,0.1194845298339273,0.1473440319110085
SKA3,2,0.2796710215108351,0.2,0.1961030082179328,0.246360630967545
SMC4,2,0.5149834180647904,0.4,0.1590992304649474,0.2263395941200433
SMN2,2,0.6956019906837594,0.38,0.1475419652916828,0.1289625097196262
SNRNP70,2,0.6657829349285068,0.39,0.1243566051584969,0.0556481428221237
SRBD1,2,0.6231806373625937,0.46,0.1466744437062834,0.1648403827786827
SRSF10,2,0.218234130313192,0.2,0.14120088804237,0.2118945711793238
SRSF7,2,0.4155657034269951,0.25,0.1701260131674299,0.2292669174091042
SUPT5H,2,0.7770019427060817,0.62,0.1141525011723591,0.0903924534952254
SUPV3L1,2,0.6593787579322493,0.51,0.1918843334937576,0.3331925859507936
TAF1C,2,0.5526275184374749,0.54,0.1653431971829275,0.3197420557457281
TELO2,2,0.6616649350880557,0.46,0.1560765168491126,0.0943700313811062
THOC6,2,0.252751185911752,0.2,0.1389952592500612,0.1950212688127063
TIMM9,2,0.3016808537594159,0.22,0.1837496766067561,0.3068829174962693
TPX2,2,0.6018649916677814,0.49,0.1334864888099139,0.0980430899955083
