condition,state_available,mean_pcc,mean_spearman,delta_pcc,delta_spearman,top100_de_overlap,auprc
MAK16,True,0.9930677155062669,0.9649517092036075,0.46741168979861186,0.3108147849321062,0.4,0.3284911393711597
MARS,True,0.9869075199723663,0.9142578809679797,0.5661440480331453,0.35111859394008293,0.38,0.3791534192737918
MARS2,False,0.9956371590931827,0.9642592745490951,0.16408319689808387,0.10386780196773654,0.27,0.1778805500785043
MAT2A,False,0.9886054825206818,0.9278446012231476,0.24819172176342943,0.17655931824156482,0.32,0.2151681247707106
MAU2,False,0.9931780735905674,0.9596420062261356,0.19126666084236843,0.09925410120224609,0.23,0.16502598132163107
MAX,True,0.9838918431001109,0.94024084922416,0.3345449358833097,0.18127520942919087,0.35,0.30817335801343276
MCM10,False,0.9937919383588965,0.967231971775224,0.3786797247067276,0.20017852104164646,0.39,0.31131758074667343
MCM2,True,0.9952205680425489,0.9601361293763199,0.36047691668627574,0.18876358665983542,0.32,0.2317076605676244
MCM3,True,0.9952895658181095,0.9592415028603934,0.23783921582721684,0.10025241500404493,0.22,0.1905984614289563
MCM3AP,True,0.9938310419373636,0.9578292692757491,0.07996039454692204,0.045501665466734,0.22,0.17200209449735165
MCM4,True,0.9937588582087906,0.9472871307132574,0.12441973454420052,0.06161490910029868,0.16,0.11030724957728959
MCM6,True,0.9960000742681607,0.9590186622897869,0.27116334791916313,0.12786504665771103,0.31,0.24458626485209703
MCMBP,False,0.9952542085626355,0.9726448769384451,0.18966125411143755,0.13587214898492636,0.23,0.17074744355530946
MDN1,False,0.9941496552357902,0.9578624006881968,0.2603708620773118,0.09095299801411807,0.27,0.25606098315411546
MED1,False,0.9779338352877996,0.9321341391009985,0.3942104967117624,0.24273484520270963,0.37,0.253496520247418
MED10,True,0.9771595224637523,0.9019139250218685,0.38629026262175775,0.23407275124425936,0.34,0.24829605719095826
MED11,True,0.9878164136698544,0.9505503481431996,0.4355156388619518,0.24717863504735124,0.34,0.25000478181220176
MED12,False,0.9743582501937529,0.9278139406455191,0.447498846657732,0.2784572526294442,0.35,0.2614767568907008
MED14,False,0.9880379157172575,0.9514784581436105,0.380553796421537,0.23868632711179644,0.38,0.2642839455896294
MED17,True,0.9753087611122624,0.8939009199037827,0.5439717133060076,0.350607527127203,0.39,0.35590408831319204
MED19,True,0.9856085356605659,0.9433207416293397,0.5622631703354302,0.3424706207785579,0.39,0.3218192139441321
MED20,False,0.9843866781172551,0.9378097752414237,0.26902964442412947,0.14394364512837804,0.35,0.2530703597039423
MED21,False,0.9735566620286503,0.9009915834917321,0.4302241132100952,0.2531168480209058,0.37,0.283630451588149
MED22,True,0.9785710554549975,0.9119707920222546,0.5437580037015658,0.30969188159843014,0.47,0.4056487196974793
MED26,True,0.9961037362701645,0.9661655038366648,0.16184711813107547,0.08002782865317835,0.23,0.16578814837046782
MED28,True,0.9806692335910759,0.906746771904125,0.3770269006932416,0.2172210035364607,0.34,0.23750253576311725
MED29,True,0.9873610047882176,0.9207348501846087,0.5170588583531752,0.3771461600055101,0.41,0.34206561677308106
MED30,True,0.9705624495122269,0.886927456877151,0.641304001746564,0.44685835094151793,0.45,0.42031375435283214
MED31,False,0.9900026255065264,0.9376672634213901,0.07913575818228004,0.059840583604192324,0.26,0.17088792358362376
MED4,True,0.9636402964292952,0.8156237961234726,0.5496656636527903,0.34355359500122806,0.44,0.3637123534487725
MED6,False,0.9830980507313136,0.9449694583370565,0.37257276588872384,0.2279485872027496,0.35,0.2547344079019279
MED7,False,0.9745845000077084,0.9247802161952856,0.43908919045079436,0.29221627657905946,0.4,0.3001167930110425
MED8,False,0.9874179650583457,0.9500985224687457,0.28131156857479234,0.19280429607972616,0.33,0.21767943836931247
MED9,False,0.965210792594226,0.8949461692975355,0.43858863868124287,0.2769654826261884,0.36,0.26144642953509734
METAP2,True,0.9952742441479699,0.9676439604190509,0.08025700637128849,0.041577458754858056,0.17,0.0963751135432988
METTL14,False,0.9942831712331727,0.9654025732912676,0.16631243669523083,0.11293150625104795,0.22,0.2020446585215035
METTL16,False,0.9920207012671023,0.9496770202686711,0.017882082970137308,0.0447853259999619,0.21,0.1351528880096238
METTL3,False,0.9943918392635255,0.9665678797987245,0.09120688015116099,0.07175190801489532,0.2,0.19679896203992797
MEX3A,False,0.9960293049339836,0.9752277979201252,0.03524600408848435,0.005586991963292716,0.23,0.11572255497133141
MFAP1,False,0.9904337273952667,0.9494441616996221,0.6185781049371119,0.45168930500590565,0.49,0.4367830524221864
MICOS10,True,0.9952553208613122,0.9595369143162055,0.08925244601389552,0.050163523951759215,0.14,0.11753825906951897
MIOS,True,0.9976676323551453,0.9774802178066605,0.23145470501047413,0.15560194763294033,0.16,0.11026927927066356
MMS22L,False,0.9921796431148527,0.9500532049788566,0.2880432513569757,0.12952167909183898,0.32,0.2440625095471042
MNAT1,True,0.9911205417112124,0.944668582034982,0.22733838545981014,0.13120231614792022,0.2,0.1497566779967015
MOB4,False,0.9949264015894836,0.9630409750695534,0.08103824267468149,0.015850453560449673,0.3,0.20504582366189722
MPHOSPH10,True,0.984653283304204,0.9050239491989096,0.5486446635073157,0.25669141756876,0.54,0.5278892684350466
MRGBP,True,0.993607900326671,0.9500378947081436,-0.06959937323820595,-0.05064792250266028,0.14,0.08419678951258913
MRPL10,False,0.9954593421824193,0.966295003897259,0.25704799086869434,0.20812516829879732,0.31,0.24743127585607835
MRPL13,True,0.9954635824711309,0.9576798680644802,0.19018239178393337,0.08087016402827185,0.2,0.16585073342251647
MRPL14,True,0.9979508781277828,0.9806137739556912,0.21548577091266397,0.08678678622399202,0.17,0.14571315134138899
MRPL16,False,0.9949054303502969,0.9590086679045808,0.14481536808350332,0.09251995116880012,0.23,0.17584332279799778
MRPL17,True,0.9961298999241635,0.9657463520403192,0.3199329698778328,0.12788796575076872,0.21,0.1904675388399176
MRPL18,True,0.9964983922112266,0.9704126233739514,0.4285314846543629,0.2526702508551624,0.3,0.26947677614525645
MRPL19,False,0.9960901412324323,0.9733507792238976,0.27986477582564917,0.23804300770409,0.31,0.28201018115094434
MRPL2,False,0.9957802739294697,0.9693398942882457,0.25962841561253747,0.18060836045781797,0.28,0.23766982604402795
MRPL22,False,0.9949806274845887,0.962794302166296,0.198549603582794,0.13058874666802128,0.24,0.18687878339051708
MRPL24,False,0.9961586611946764,0.973193399837241,0.2154027231556447,0.156481579066268,0.28,0.2386831685301449
MRPL27,False,0.9959900585151971,0.9671161295607227,0.29051170249014074,0.241524731554487,0.25,0.2110257961087491
MRPL3,True,0.9966043209679023,0.9733204111786679,0.30853120374929754,0.10193195219345527,0.3,0.2554877643706557
MRPL32,False,0.9950939943458611,0.9597382140554512,0.17215034196997683,0.12764823336920553,0.21,0.13981789727790814
MRPL33,False,0.9957227226212126,0.9720911135871507,0.2519977896139463,0.24685067022717425,0.32,0.25120406090511815
MRPL35,False,0.9958947233238162,0.9722451334737559,0.336367862470943,0.24749651053438818,0.34,0.2957190760004098
MRPL36,True,0.9966998131326905,0.9772913485235145,0.21120583373238186,0.04846559776903809,0.23,0.1840602546846712
MRPL37,True,0.9969526962246426,0.9687627698399651,0.37432229857539984,0.16975979751146167,0.22,0.21593138649868202
MRPL38,True,0.9967886038187547,0.9739851977407241,0.1933287974300329,0.09988888007515752,0.26,0.18501504055980209
MRPL39,False,0.9955072276184207,0.9711136507339829,0.2529397412040184,0.21598045557062484,0.28,0.2164639236242515
MRPL4,False,0.9961519172577386,0.9708061583451701,0.23127857965645107,0.1793883422744475,0.31,0.19947237091979408
MRPL41,True,0.994938689837474,0.9542877266338918,0.16136945158318108,0.05523709834426421,0.19,0.14790418140560074
MRPL43,True,0.9954616758278921,0.9636230189678335,0.26101215019001905,0.1291633981610404,0.26,0.233375821737233
MRPL49,False,0.9872684970693922,0.9448584959360493,0.1822300259674915,0.09364504053527709,0.25,0.19525375034124287
MRPL50,False,0.996157762773166,0.9716596545631413,0.1879093229430893,0.15214489750067528,0.21,0.15837491188243946
MRPL51,True,0.9956547343465195,0.9652977631982839,0.19650554446391214,0.0770247338329188,0.2,0.1802325371514246
MRPL53,False,0.9965539788657569,0.9740446128441567,0.23535286340791722,0.2076812389151035,0.27,0.2293809777049356
MRPL54,True,0.9972601248278035,0.9698763153856564,0.23907487027467786,0.10126409352408705,0.23,0.19456774831791607
MRPL55,False,0.9959720739261552,0.9718936346292713,0.19940548024136284,0.15313047840219376,0.3,0.2478867004349587
MRPS10,False,0.9959532904897669,0.9682486446203141,0.13813241129704926,0.10956654350723759,0.19,0.11046177514227568
MRPS11,True,0.9958167479301288,0.9632921352952313,0.1793925547726169,0.09843255496404146,0.16,0.10143781868970694
MRPS14,True,0.9905251162723708,0.9528531366342144,0.1574431251083644,0.10007495795276945,0.21,0.19548864183086104
MRPS18A,False,0.9959832865916248,0.9679386654240373,0.2524360838637832,0.1838520189319884,0.31,0.2564042709986485
MRPS2,True,0.996668024401615,0.9653553554925552,0.07856059029717431,0.017834175573229465,0.11,0.08786298904170592
MRPS21,True,0.9964884595607291,0.9718564774881485,0.0990664038336008,0.027400041636517002,0.14,0.08361608932156817
MRPS22,True,0.9979081167250882,0.9764010287566582,0.20752941752014545,0.14499461584358742,0.18,0.1339936587286157
MRPS23,True,0.9971851460074956,0.9714774890638536,0.22382145763865066,0.10309281399058239,0.2,0.14968568906726634
MRPS24,False,0.9960369800222297,0.9710418991674494,0.13152453586537438,0.09034357406297196,0.22,0.14461693281673968
MRPS26,False,0.9956233163824851,0.9698291415561215,0.11723858102343405,0.06343512981500417,0.18,0.12436112306038702
MRPS27,False,0.9945413459626006,0.9634605945959897,0.3186531414405952,0.2566709018054527,0.31,0.29267103235752134
MRPS28,False,0.9962260702050248,0.9720614796360141,0.2004003842183472,0.14393292397727497,0.21,0.14483811052121798
MRPS34,False,0.9935616253463725,0.9616821092333552,0.2577846118285248,0.19831903712594148,0.3,0.2500006605522766
MRPS35,True,0.9976720469552595,0.9799270703517589,0.35891410417758196,0.23401083403973583,0.2,0.17181889822019386
MRPS7,True,0.9973373912292717,0.9733365861008616,0.15475628717932496,0.08969054320215777,0.1,0.09794369409299233
MRPS9,True,0.9955026782472732,0.9567522627537585,0.13338873007310756,0.05113551933329543,0.16,0.1174713855127813
MTBP,True,0.9927400204605652,0.9575425598870617,0.21110550404608414,0.10860092238196362,0.28,0.2142802397509567
MTOR,False,0.9922874615052432,0.9550957755258552,0.35329141169879413,0.2314691434836539,0.31,0.2627539561886445
MTPAP,False,0.9688658723504914,0.9615063516863737,0.11453834700958888,0.019667141295669918,0.16,0.11072266455670757
MVD,False,0.9923246603769387,0.9575594903337391,0.2564944090830824,0.11806053883963158,0.33,0.29143395436267955
MYBBP1A,True,0.9935767116781024,0.959744326408352,0.30386561780400745,0.16332079408648004,0.31,0.2834707426347341
MYBL2,True,0.9943676354267362,0.9602943476821376,0.17240413158685317,0.0994392987404572,0.24,0.1415155233882358
MZT1,True,0.9983630456702721,0.9883103312224327,0.002739431690991129,0.02065744314865487,0.13,0.08310862556324874
N6AMT1,False,0.9950849703110625,0.9725605074969362,-0.113084632089033,-0.039975390158249906,0.28,0.19562748375252176
NAA10,True,0.9956619032450047,0.968067585041153,0.04773709050435825,0.006508640724938207,0.14,0.08818158021343302
NAA15,False,0.9947163580885857,0.9681626068171664,0.2432337253075565,0.14798639688469992,0.26,0.15495531324762024
NAA20,True,0.9971869821919637,0.9741732774903793,-0.0004812276618539994,-0.01787602148547866,0.19,0.1105926742743936
NAA25,False,0.9951258137462471,0.9701117203080297,0.33766937975707495,0.17036666647105692,0.37,0.2838170235628882
NACA,True,0.9882171798196352,0.9479633183555813,0.498791993081221,0.299884891752145,0.35,0.3085034561961009
NAE1,False,0.9931523108630151,0.9625478716540389,-0.007351121935911624,0.0018118554193858236,0.24,0.15276891214886246
NARS,False,0.9891726520220683,0.9523492030238336,0.472970052710152,0.2970878881134362,0.36,0.29267273010707806
NAT10,True,0.9841702119963659,0.8990681763040167,0.35886397238390755,0.13957139918918504,0.39,0.318934579021791
NBAS,False,0.9957169747497018,0.9674095371563569,0.2675674370646147,0.1887992389717906,0.32,0.2975012882062962
NCAPH,True,0.9931193389891793,0.9405573352214658,0.18241532460324542,0.1097847603046322,0.2,0.11353233760854237
NCBP1,True,0.9757977805384143,0.8954656042233303,0.31951664624462134,0.162437423042748,0.32,0.2196817240147542
NCBP2,True,0.9849357827633185,0.9508954746431254,0.4799408247521031,0.23998136212840013,0.48,0.4142719405930183
NCKAP1,False,0.9927079267966527,0.9516144321876595,0.20933747062964092,0.11902989384019982,0.3,0.17780589007567738
NCL,False,0.9923895772306472,0.9708635190047168,0.18868491670812268,0.08711144475319467,0.3,0.24521780379843308
NDC80,True,0.995248181739191,0.966929495696048,0.5100588388760326,0.3376508371155646,0.34,0.31067074617630636
NDUFA2,True,0.9849738520047973,0.9186124726451895,0.581917481006503,0.459138545207973,0.43,0.38066351007838123
NDUFA6,False,0.9966307349727657,0.9740747416078482,0.19899976376355874,0.12271097903905896,0.26,0.21492171100509283
NDUFA8,True,0.9962567905810102,0.9647578541980788,0.07986184612251722,0.03961664245321236,0.15,0.1271168382567574
NDUFAB1,False,0.9957155485045132,0.9694472217759473,0.2591828802747711,0.16543570100775548,0.32,0.23737939787903506
NDUFB10,False,0.996682429314141,0.9723676114474082,0.1984832048301775,0.11524104719697452,0.27,0.23868989043952196
NDUFB4,True,0.9971385497868164,0.9754818113630793,0.06436836117495823,0.055103171415904866,0.23,0.17298284392534638
NDUFB8,True,0.9978639236890132,0.9789736497173772,0.41546850507676986,0.27726468140855776,0.38,0.2963158045172322
NEDD1,False,0.9955752628635757,0.971566393388819,0.22070669733588194,0.14042162193375626,0.37,0.28984440570955894
NEDD8,False,0.9908180713694488,0.9583851537437633,0.13491513577014064,0.1429141664196624,0.31,0.19092820927909285
NELFA,True,0.9909704722290499,0.9490229242349024,0.18262574822482686,0.05580292685596251,0.25,0.203170733526663
NELFB,False,0.9932902892657338,0.9665325445109111,0.28143973790209525,0.18186921708576295,0.22,0.16457060182605307
NELFCD,True,0.9960025046003986,0.9755423816909778,0.14125595976375097,-0.011884370986305097,0.22,0.19200165991941576
NELFE,False,0.9920714970897253,0.9511580882780599,0.061267207389833274,0.03260715360712882,0.25,0.17041603444794054
NEPRO,False,0.9851237281635671,0.9473478737294477,0.1864785102301762,0.047831933737807246,0.23,0.16533770419476154
NFRKB,True,0.9964845568993727,0.9783706738603132,-0.080055750614464,-0.04877658666331025,0.16,0.10013864029173897
NFS1,True,0.9943967249401385,0.9513374088457378,0.19945163169121433,0.08169469316096448,0.24,0.16163840052810738
NIFK,False,0.9902727427037489,0.9633194293214459,0.4244406198107195,0.24160839980131055,0.36,0.3401094055367442
NIP7,False,0.9940209287067494,0.9689156953535706,0.36677459609391194,0.181581463990073,0.38,0.34047578327759737
NKAP,False,0.993243125377784,0.9570336616660714,0.441021327237865,0.3694966437049192,0.29,0.21636152372023992
NLE1,False,0.9932206228170583,0.9715707807480476,0.41806455514997803,0.23681736656388075,0.39,0.3614924593621522
NMD3,False,0.9939444540407173,0.9561039940221908,0.3286690931581772,0.16073370503605736,0.33,0.27157473852367403
NOB1,False,0.9889411856785235,0.950605705807674,0.13993993233214772,0.058117373869964975,0.17,0.1107588764596265
NOC3L,True,0.9942545093681898,0.9510650436876886,0.4276720122452917,0.2343548332719091,0.35,0.28644637224186253
NOC4L,False,0.9854883521945917,0.9383371671455799,0.24039988627928324,0.08452832439896323,0.25,0.20444676371399415
NOL11,True,0.9887344134986311,0.9564287474231696,0.5563418301729552,0.22991634808549555,0.57,0.53008006250669
NOL12,True,0.9946773589014685,0.9581446742048007,0.173894605710782,0.08709093408776303,0.28,0.24242266912448338
NOL6,False,0.9823246296008059,0.9550770285660873,0.19728881085514677,0.05348254591470682,0.25,0.18763133059603557
NOL8,True,0.9940842679774935,0.9516031464468285,0.402309055311392,0.2054253378167357,0.31,0.30309259772648195
NOLC1,False,0.99457838481715,0.9680373332141008,0.06408649968934736,-0.00791686196283102,0.23,0.2104815702424607
NOM1,False,0.9893939308148958,0.9558163048924059,0.08388365448738958,0.02188259999067764,0.18,0.1133883852091503
NOP10,False,0.9918571376165898,0.9695136716291556,0.08448288736888114,-0.03343121851452034,0.23,0.1429027187711119
NOP14,False,0.9837002006566964,0.9381047280164476,0.1486512960969352,0.015268458729222752,0.23,0.18097187444248286
NOP16,False,0.9915855896181818,0.9621486250737208,0.36172126332873666,0.1734419988264703,0.35,0.29940693858767375
NOP2,False,0.987331396438206,0.941325067328488,0.4149361980636526,0.22253438996483585,0.38,0.3591879301220679
NOP58,False,0.9849074037440653,0.9418089989770785,0.1798567487624974,0.07159704538572224,0.23,0.1666807154716243
NPLOC4,False,0.98262146103248,0.9272305386297123,0.43699991263303334,0.31453521266765466,0.42,0.40825099073351095
NRBP1,True,0.9915542003537803,0.9407260140494942,0.023663474838531654,0.007053480008128486,0.14,0.0906028055547985
NRDE2,True,0.991083102845623,0.9391961062012879,0.5730008158903043,0.40988314280482974,0.35,0.32465208785043376
NRF1,True,0.9924152860157923,0.9400809291837277,0.0306139239518754,0.0131199520281745,0.09,0.11195164626162159
NSA2,False,0.9951595321257497,0.9647389680794294,0.25337347936481497,0.1270073042279431,0.28,0.2623177426982543
NSRP1,True,0.9932702888336273,0.9497133265825739,0.7117144204596401,0.6366089965681924,0.51,0.4457124093610322
NUBP1,True,0.9972108232398134,0.9751174706512223,0.25201561491001545,0.13986778458143165,0.24,0.1909649537350128
NUDC,False,0.9951340118309555,0.9681159284374209,0.24160889449120998,0.1854500305754332,0.31,0.2074876017382947
NUDCD3,False,0.9943604227417444,0.9635016634008199,0.22298566172634313,0.16270907640990995,0.25,0.1831650277437762
NUDT21,False,0.9837704799793482,0.9224523945859059,0.3254697739399084,0.1850378029686853,0.25,0.1618925049005575
NUF2,True,0.9961187635295232,0.9710948609201995,0.6139100702647009,0.42327341287536385,0.5,0.4649063410219533
NUFIP1,False,0.9921677769443036,0.9603085124482402,0.002495215701290388,-0.027436484437814736,0.2,0.12924292305735854
NUMA1,True,0.9910726845595504,0.9471369887169335,0.27628950362121224,0.1689838355214417,0.32,0.2195035253609539
NUP107,False,0.9914756054361873,0.9607420377049728,0.4782401312149261,0.35112072931274463,0.42,0.3193972189302299
NUP133,True,0.994706209334216,0.9487162016253124,0.2848617363226312,0.21738490151298376,0.17,0.12488917861029968
NUP160,True,0.9862914831224552,0.9174789991849764,0.5188725681143185,0.37542764541475376,0.4,0.40492814472719507
NUP54,True,0.9918683304127848,0.9540693381018115,0.46795827448403754,0.3290361690128765,0.34,0.28462181835460465
NUP62,False,0.9801971904785648,0.931311435411465,0.4879858141832966,0.309071230532023,0.38,0.3285870437340981
NUP85,True,0.9946685938149499,0.959448495167889,0.44354059898961606,0.30398904614616723,0.37,0.3368403981720794
NUP88,False,0.9894037478956391,0.9285649678788415,0.4091131404230744,0.28622030371857166,0.4,0.33197362225036947
NUP98,False,0.9934097605468916,0.9690514743266977,0.5172635532708808,0.3668081869020435,0.44,0.36005171253325463
NUTF2,True,0.9850419699166493,0.9048889839877766,0.35763326098803816,0.25184597215561094,0.28,0.22141419099371606
NVL,False,0.994699104651116,0.9668383486240457,0.2849565399060961,0.11474538743876901,0.3,0.291872551005616
OGFOD1,True,0.985763655715607,0.9225294225310818,0.15229936877319702,0.06303658076446914,0.18,0.1311959258302013
OGT,False,0.9856772179850481,0.9268364072264682,0.02639836895796403,0.031338882119055174,0.24,0.1450394202939272
OPA1,True,0.9935637458148007,0.9429015101786872,0.3768998107363421,0.193291814211906,0.24,0.25730636235475757
ORC1,True,0.9961108189410277,0.9732191517560722,0.40178612316088985,0.22485228346139297,0.36,0.2965787919791303
ORC5,False,0.9952561564590364,0.9645406959239453,0.09577120836181544,0.045826508793928834,0.22,0.13350258644523208
OXA1L,True,0.9957131617424245,0.9720290265596447,0.5990379239249495,0.3999633414311155,0.43,0.38945364268458876
PABPN1,True,0.9849984465366591,0.913134694383588,0.3403368041244344,0.2100537516885781,0.38,0.3653144162814213
PAF1,True,0.9805010131100345,0.9193357194148463,0.47713478955494715,0.4754034359856464,0.45,0.37534920647073194
PAM16,True,0.9852506228727516,0.8841535440108197,0.6069973541643205,0.380455265007238,0.44,0.41072317235452793
PAXBP1,True,0.9931361114670265,0.9554557993761217,0.42881276324497936,0.33355884083634346,0.29,0.24060678793855933
PCBP1,False,0.9945460202806424,0.9634442179890906,0.16349900510554327,0.10590665814287413,0.25,0.20053220362913005
PCF11,False,0.9916372095425775,0.9624694646568291,0.31328315076204133,0.20676992673356698,0.27,0.20382956536883368
PCID2,True,0.9981268624536352,0.9822895313889263,0.0508858962009607,0.0059284094400679525,0.1,0.07286568498832868
PCNA,False,0.9757464491816995,0.9063460627158669,0.3898807940607541,0.22187540128047636,0.37,0.2907334102865787
PDAP1,True,0.9914163993778674,0.9234118329323642,0.14620884583621332,0.08662273658566842,0.16,0.09986856293862093
PDCD11,False,0.9817327188156983,0.9532410569326425,0.25312182432764585,0.0951973815852684,0.24,0.18675121653717108
PDCD2,True,0.9928604537300325,0.9501021218875698,0.31590769977424654,0.04265784739872346,0.41,0.3235199086851699
PDCD7,True,0.9950640089157151,0.9560536747272238,0.22456657747028264,0.15612318279603285,0.27,0.14408029726275645
PDRG1,True,0.9957683955744924,0.9623304863709381,0.32957236103987536,0.1870125323288236,0.3,0.2791899659691349
PELO,False,0.9958746675035942,0.9721844576019523,0.37396787208791216,0.2384479450300453,0.27,0.19470584265174287
PELP1,True,0.9902388683331247,0.9346034927984117,0.19501255951792779,0.05981301811609956,0.31,0.23602080633657851
PES1,False,0.990365924995922,0.950023893627661,0.2939254037687519,0.12630358200339756,0.3,0.25957296336443725
PET117,True,0.9958981803509853,0.9657821451810892,0.16944823502387704,0.06157586287763142,0.28,0.1921485203108848
PFDN2,True,0.9853990136508296,0.9072864388423192,0.47090320092781424,0.2905501914090129,0.4,0.3346349686355203
PFN1,False,0.9967369259783273,0.9781039298287766,0.24488762041872053,0.1585952953149626,0.32,0.23358246055980464
PGAM1,True,0.9975349692768015,0.9757948840140221,0.13788927453365707,0.1205671142724046,0.17,0.13785384543844187
PGD,True,0.9930705279299951,0.9543627459327734,0.1195441081301578,0.10193378137496088,0.28,0.2470426809725247
PGPEP1,False,0.9931152353170299,0.9465518337561282,0.3443761836151547,0.22685246460293387,0.28,0.22492462235235072
PHAX,True,0.9931887056377927,0.9562325911215713,0.5935243706703219,0.492544637886515,0.51,0.4323694432974092
PHB,False,0.9620303781431615,0.8976539352602763,0.5740053045461986,0.3805281522029196,0.44,0.4079527422102594
PHB2,True,0.9767484775430424,0.9056395035235237,0.6878923095831689,0.4893653197008866,0.46,0.4617718501134008
PHF5A,False,0.9909876493754785,0.9563513699548946,0.5280957089163754,0.4065121346177364,0.36,0.3208752834237501
PIAS4,False,0.9938138712112446,0.966595633507284,0.44616439837786737,0.28756466769164,0.36,0.3215179713059135
PKM,False,0.9930494651571852,0.9487769150939488,0.266740294479604,0.10023141972180957,0.4,0.35524958686618935
PLRG1,False,0.9799720873126658,0.9150759941055532,0.5928576671254093,0.48089983391943175,0.44,0.37271827742807856
PMF1,False,0.9970010856693605,0.9782965014441113,0.5338516972864974,0.3762834796459435,0.46,0.383063484999837
PMPCA,False,0.9946524730144263,0.9640781251252664,0.41808199049954703,0.254925353498757,0.34,0.2850101349601348
PMPCB,True,0.9939143298190392,0.9609033459606672,0.6881566968003918,0.5137348966600292,0.45,0.4016405563474139
PNISR,False,0.9935989999707326,0.9586887124842798,0.15914313648749145,0.09628120587870273,0.27,0.19228822486431799
PNN,True,0.9846420653972717,0.9094380230671723,0.11290104715993914,0.016150764635561768,0.21,0.17800886203239868
PNO1,True,0.9903037724239288,0.9558045769108625,0.623742623758372,0.2889178153044483,0.65,0.6302992762039147
PNPT1,False,0.986101407529025,0.9665331301293761,0.11965053527808824,0.10478430028189231,0.16,0.10070394597059161
POLA1,True,0.9907222966029858,0.9412540232491363,0.3490149039235226,0.19259122048992164,0.38,0.2930195535723956
POLA2,True,0.9872707391008679,0.9228768081006649,0.3395342646324386,0.17421183699336917,0.35,0.27732708151932906
POLD1,False,0.9915522701922929,0.9582292039926085,0.2256666098853434,0.09247048743724799,0.32,0.23619286406829276
POLD2,True,0.9888190160465569,0.9224762187846787,0.24401295551259988,0.05765658453703731,0.35,0.2732163578172102
POLD3,True,0.9886030693098442,0.9241911831094934,0.10397363731263859,0.012921531875003715,0.28,0.1892626833456478
POLE,False,0.9912152186002193,0.9583274193462082,0.36648813103246364,0.18136554378565742,0.37,0.2806313770306857
POLR1A,False,0.9876642197646223,0.9600384779752136,0.18051773580744063,0.03926263832146444,0.24,0.17099556908049302
POLR1B,True,0.9862773695900362,0.9552445019890664,0.5054038656711418,0.2723277090546579,0.48,0.4446873258895503
POLR1C,True,0.994369897230521,0.9742315643702075,-0.013559141213619914,-0.033256487233629936,0.12,0.08983570242376515
POLR1E,False,0.9932674166871507,0.972427187534396,0.1699878234290842,0.05427057712532129,0.24,0.17300669091629056
POLR2A,True,0.9852551731212243,0.9182753845393077,0.5923014168023756,0.4674027853386796,0.47,0.394030349537538
POLR2B,False,0.9829451843947998,0.9444168563389513,0.41164917768011017,0.27071502572510076,0.36,0.2597426539871481
POLR2C,False,0.9790524096692738,0.9303342652823261,0.3914149483863111,0.2496030432390616,0.37,0.27603073582929477
POLR2D,True,0.9896124920724493,0.9374583885502034,0.5569979882423977,0.39410446064252935,0.4,0.2893705659026508
POLR2E,False,0.9931951580248798,0.9629643536799602,0.258519320288807,0.16395791734495468,0.3,0.19254000514941552
POLR2F,True,0.9908345029384008,0.9449847000293897,0.6758081188828535,0.48171807705283426,0.51,0.4415337598768715
POLR2G,True,0.9751441456059641,0.8911493836688414,0.5712671716733478,0.42229065269216426,0.4,0.3498767818239257
POLR2H,True,0.96557586015764,0.8560643843443833,0.5466081048084471,0.38362300687312356,0.37,0.2932495403904996
POLR2I,True,0.9800344655608448,0.9096025417100554,0.591549816876267,0.5105739556788741,0.41,0.3200098921316173
POLR2L,True,0.9891860854521021,0.9250908570739237,0.08085984172504926,0.05736584536068709,0.13,0.08689668252712907
POLR3B,False,0.9962462728555992,0.9697503481528855,0.3723933677638406,0.23175688542774087,0.37,0.3171301108584867
POLR3C,False,0.9959985545379012,0.9731024967490224,0.05131298937281816,0.0016874529158213876,0.25,0.17073422094357446
POLR3D,True,0.9926678181100436,0.9485083067516342,0.2974867198707076,0.1953653518723053,0.31,0.2595831724200796
POLR3E,True,0.9977468571060681,0.9789806220181764,0.1119070355029308,0.10157387740800314,0.2,0.15849269595901902
POLR3F,True,0.9956472410777196,0.9691880069067472,0.16456202630337122,0.09095643621262482,0.27,0.1807452280309376
POLRMT,True,0.9852634230553257,0.9414364217350145,0.6880927786621536,-0.047367194825721985,0.21,0.21064989061886583
POP1,False,0.9890547541797866,0.9650828208301407,0.14906338195810365,0.025713346392463667,0.25,0.21447589682228893
POP4,True,0.9939469808710584,0.9593970227969076,0.5379983688470164,0.14992430811244598,0.58,0.5503933728272798
POP5,True,0.9891581141284578,0.9339329465927256,0.2118893844716468,0.047212646034518434,0.32,0.23468817217191446
POP7,True,0.9971369650627888,0.9759494124137231,0.35827274356685557,0.0904060494848788,0.46,0.43869377887411953
PPAN,False,0.9928880532455238,0.9643135249497639,0.4183184962641361,0.24980013985626753,0.35,0.3061148958634986
PPARGC1B,True,0.9972800922739505,0.9760391694357726,-0.07048721450575746,-0.038926154951081135,0.17,0.1193574865984786
PPIE,True,0.9827002410730666,0.8892047712344552,0.21095345856031,0.17323902850066725,0.22,0.1465711777999214
PPIH,True,0.9955968596817234,0.961971442989113,0.21519604901398112,0.15950638350858792,0.21,0.16688977553873374
