model,display_rank,gene,true_q10,true_q90,true_mean,pred_q10,pred_q90,pred_mean,range_coverage
scPLAD,29,HSPA5,-0.17610889673233032,1.200114369392395,0.5235221982002258,-0.7593097527821859,0.6545949260393781,-0.06025807186961174,0.6036112331619474
scPLAD,30,MALAT1,0.018950605392456077,1.488926601409912,0.7895403504371643,0.04723584651947024,1.4142015298207606,0.7623756527900696,0.929923813045079
scPLAD,31,FTH1,0.1930243253707886,1.2540729999542235,0.7399731278419495,-0.5338809331258138,0.534611972173055,0.013587494380772114,0.3219340026378836
scPLAD,32,EIF1,0.11389899253845218,1.0271939277648925,0.5982667207717896,-0.08139668305714924,0.8121120373408002,0.3539416790008545,0.7644989782290149
scPLAD,33,TPT1,0.28814363479614263,1.1829932928085327,0.7921653985977173,0.11529648303985596,0.8250632445017497,0.4919176995754242,0.600010968209112
scPLAD,34,RPS27,0.17542796134948732,0.98218252658844,0.603273332118988,0.015527844429016127,0.8177045345306397,0.43543243408203125,0.796123878135002
scPLAD,35,RPS18,0.20805084705352786,0.8537427425384521,0.5383451581001282,-0.034206978480021154,0.6852156639099123,0.353679895401001,0.7389976863470256
scPLAD,36,ZFAS1,-0.00503891706466674,1.0363879680633545,0.5598055720329285,-0.1193621714909871,1.5607806126276653,0.7287830710411072,1.0
STATE,1,MARCKSL1,-0.9087612628936768,0.08406742811202994,-0.4881068766117096,-0.6727493107318878,0.25185158252716067,-0.1964540034532547,0.7622833079866823
STATE,2,MT-ND6,-1.2392487525939941,-0.3976434051990509,-0.920375406742096,-1.2299708008766175,0.15555268526077304,-0.47017163038253784,0.9889758878717975
STATE,3,MT-ND4L,-1.0171750783920288,-0.009930050373077393,-0.5611947178840637,-0.9685766041278839,0.1114053249359133,-0.37307336926460266,0.9517510904375193
STATE,4,MT-ND5,-1.5990150332450865,-0.0928569316864016,-0.8197830319404602,-1.1007047414779663,-0.0016728401184077167,-0.5502059459686279,0.6691514049876759
STATE,5,MT-CYB,-1.5758228540420531,0.11192867755889879,-0.6466675400733948,-1.174320936203003,0.23277647495269804,-0.4509197771549225,0.7621083966914269
STATE,6,MT-ATP6,-2.505207562446594,-0.3299054145812989,-1.4485143423080444,-1.415126085281372,-0.07746410369873033,-0.7329137325286865,0.4988827284361579
STATE,7,MT-CO2,-2.078315281867981,-0.16350359916687032,-1.0694024562835693,-1.125917172431946,0.35650396347045904,-0.3835156261920929,0.5026152607902706
STATE,8,MT-ND3,-1.8284122228622437,-0.0229395627975464,-0.8284097909927368,-1.1869276285171508,0.09642286300659188,-0.5213178992271423,0.644699912364164
STATE,9,MT-ND1,-1.4581629395484925,-0.02148218154907241,-0.7017763257026672,-1.2254074454307555,-0.03690905570983864,-0.6088735461235046,0.827252946142261
STATE,10,MIF,-1.0904902935028076,0.01602526903152445,-0.512612521648407,-1.0720803141593933,0.1406318783760072,-0.44323498010635376,0.9833622047743743
STATE,11,PRDX1,-1.08237122297287,-0.11091706752777111,-0.5856679677963257,-1.2814831733703613,-0.032920694351196274,-0.5973544120788574,1.0
STATE,12,EIF5A,-1.0064735412597656,0.029340231418609464,-0.49956145882606506,-0.7406810700893403,0.25524520874023454,-0.2285638004541397,0.7433974347694301
STATE,13,LDHA,-1.0929458141326904,0.02472857236862177,-0.5209788084030151,-1.0929458141326904,0.15928519964218166,-0.44513919949531555,1.0
STATE,14,NCL,-1.500240135192871,-0.11817048788070686,-0.7674382925033569,-0.9405860900878906,0.16435952186584474,-0.3857424855232239,0.5950608956694837
STATE,15,HSPD1,-1.108102524280548,-0.03912296295166023,-0.5267661213874817,-1.0934625744819642,0.0791486740112305,-0.47823038697242737,0.9863047430201711
STATE,16,HSPA8,-1.291107392311096,-0.0062628984451294795,-0.6474520564079285,-0.8667709290981293,0.2222615718841553,-0.3317362666130066,0.6697371041874636
STATE,17,HSPE1,-1.3378401160240174,-0.1142391920089722,-0.7429572939872742,-1.3295455694198608,-0.008082211017608585,-0.6043415665626526,0.993221199460246
STATE,18,PTMA,-1.4232736706733704,-0.22067210674285892,-0.785079300403595,-1.158787775039673,0.09833185672760036,-0.511359691619873,0.7800718845157099
STATE,19,RANBP1,-1.258225107192993,-0.015048694610595747,-0.6488390564918518,-1.4186170101165771,-0.018024134635925178,-0.6799069046974182,0.9976065826255915
STATE,20,HMGB1,-1.239599311351776,0.17277028560638427,-0.5167620182037354,-1.1702228784561157,0.09023475646972683,-0.5332173109054565,0.8924417784413565
STATE,21,TUBA1B,-1.4438116431236268,0.28432981967926024,-0.565529465675354,-1.8066922426223755,0.12309575080871592,-0.8277252912521362,0.906700885117913
STATE,22,NME1,-1.3829350471496582,-0.027303838729858438,-0.587781548500061,-1.192300546169281,0.07183533906936648,-0.43695777654647827,0.8593758392427454
STATE,23,HSP90AA1,-1.1013641357421875,-0.04488284587860109,-0.5647585988044739,-1.084243905544281,0.2564237117767334,-0.4220798909664154,0.9837950464791316
STATE,24,HIST1H1C,-1.1229499578475952,-0.12361791133880619,-0.7272053360939026,-1.1229499578475952,0.3428026199340822,-0.36178842186927795,1.0
STATE,25,PHGDH,-0.09571504592895508,1.0569012761116028,0.5408003926277161,-0.09571504592895508,0.5474230706691747,0.1166398897767067,0.5579810942287691
STATE,26,DDIT4,-0.09793896973133087,1.1605131983757018,0.6102067828178406,-0.09793896973133087,0.49081479310989445,0.07223325967788696,0.4678396030949913
STATE,27,TRIB3,-0.12752249836921692,1.0274544119834896,0.509687066078186,-0.12752249836921692,1.1565145492553714,0.4630269408226013,1.0
STATE,28,TCEA1,0.01172510981559756,1.0360468864440917,0.5301353931427002,-0.2661769688129425,0.8384562492370606,0.2736583352088928,0.8071010089647891
STATE,29,HSPA5,-0.17610889673233032,1.200114369392395,0.5235221982002258,-0.6359826743602752,0.5397022962570193,0.0029568595346063375,0.5201272283420884
STATE,30,MALAT1,0.018950605392456077,1.488926601409912,0.7895403504371643,-0.2099607229232788,1.4313057899475097,0.6070470213890076,0.9608015289919619
STATE,31,FTH1,0.1930243253707886,1.2540729999542235,0.7399731278419495,-0.5203481435775756,0.6446044206619267,0.03953491896390915,0.4255979071539082
STATE,32,EIF1,0.11389899253845218,1.0271939277648925,0.5982667207717896,-0.11368952989578246,1.1209651470184328,0.464713990688324,1.0
STATE,33,TPT1,0.28814363479614263,1.1829932928085327,0.7921653985977173,-0.13525810241699218,1.1144349098205575,0.44952771067619324,0.9233855850822419
STATE,34,RPS27,0.17542796134948732,0.98218252658844,0.603273332118988,-0.280352520942688,0.8185695409774782,0.2412928342819214,0.7971960833435121
STATE,35,RPS18,0.20805084705352786,0.8537427425384521,0.5383451581001282,-0.3703341007232666,0.7911925792694092,0.19450609385967255,0.9031269190361035
STATE,36,ZFAS1,-0.00503891706466674,1.0363879680633545,0.5598055720329285,-0.03660324811935424,1.5832689523696903,0.7000698447227478,1.0
TxPert,1,MARCKSL1,-0.9087612628936768,0.08406742811202994,-0.4881068766117096,-0.1584688425064087,-0.02727484703063965,-0.0992986187338829,0.13214162389170414
TxPert,2,MT-ND6,-1.2392487525939941,-0.3976434051990509,-0.920375406742096,-0.7265663206577301,-0.5887179374694824,-0.6500007510185242,0.16379219026463607
TxPert,3,MT-ND4L,-1.0171750783920288,-0.009930050373077393,-0.5611947178840637,-0.6101379990577698,-0.08354854583740234,-0.373157262802124,0.5228017399659576
TxPert,4,MT-ND5,-1.5990150332450865,-0.0928569316864016,-0.8197830319404602,-1.4285622835159302,-1.1447652578353882,-1.291221022605896,0.1884244591499708
TxPert,5,MT-CYB,-1.5758228540420531,0.11192867755889879,-0.6466675400733948,-2.0924899578094482,-1.9422035217285156,-2.009110450744629,0.0
TxPert,6,MT-ATP6,-2.505207562446594,-0.3299054145812989,-1.4485143423080444,-2.1995086669921875,-1.9139287233352662,-2.054633140563965,0.1312828858911262
TxPert,7,MT-CO2,-2.078315281867981,-0.16350359916687032,-1.0694024562835693,-2.3541979789733887,-2.148216724395752,-2.258669376373291,0.0
TxPert,8,MT-ND3,-1.8284122228622437,-0.0229395627975464,-0.8284097909927368,-1.7156705856323242,-1.2941814661026,-1.459460973739624,0.23345084578274394
TxPert,9,MT-ND1,-1.4581629395484925,-0.02148218154907241,-0.7017763257026672,-1.7476813793182373,-1.4357986450195312,-1.5922263860702515,0.015566641652598997
TxPert,10,MIF,-1.0904902935028076,0.01602526903152445,-0.512612521648407,-0.32985973358154297,-0.14835894107818604,-0.23759037256240845,0.1640291367322956
TxPert,11,PRDX1,-1.08237122297287,-0.11091706752777111,-0.5856679677963257,-0.4778282642364502,-0.35036802291870117,-0.4087215065956116,0.13120561644965073
TxPert,12,EIF5A,-1.0064735412597656,0.029340231418609464,-0.49956145882606506,-0.3446418046951294,-0.20178186893463135,-0.27482280135154724,0.13792048293690404
TxPert,13,LDHA,-1.0929458141326904,0.02472857236862177,-0.5209788084030151,-0.6475436687469482,-0.520208477973938,-0.5765298008918762,0.11392870080132302
TxPert,14,NCL,-1.500240135192871,-0.11817048788070686,-0.7674382925033569,-0.6667662858963013,-0.38042378425598145,-0.49070367217063904,0.2071838435908031
TxPert,15,HSPD1,-1.108102524280548,-0.03912296295166023,-0.5267661213874817,-0.5886917114257812,-0.35810625553131104,-0.4426824152469635,0.2157061409179994
TxPert,16,HSPA8,-1.291107392311096,-0.0062628984451294795,-0.6474520564079285,-0.2976013422012329,-0.07025551795959473,-0.16754189133644104,0.17694423358392397
TxPert,17,HSPE1,-1.3378401160240174,-0.1142391920089722,-0.7429572939872742,-0.6976507902145386,-0.4858134984970093,-0.589169979095459,0.1731261292467973
TxPert,18,PTMA,-1.4232736706733704,-0.22067210674285892,-0.785079300403595,-0.7213127613067627,-0.6084526777267456,-0.6548839807510376,0.09384661301383303
TxPert,19,RANBP1,-1.258225107192993,-0.015048694610595747,-0.6488390564918518,-0.5170427441596985,-0.43794846534729004,-0.481566846370697,0.06362273126475214
TxPert,20,HMGB1,-1.239599311351776,0.17277028560638427,-0.5167620182037354,-0.7314000129699707,-0.600421667098999,-0.6661324501037598,0.09273659398578214
TxPert,21,TUBA1B,-1.4438116431236268,0.28432981967926024,-0.565529465675354,-1.0676147937774658,-0.9164689779281616,-0.9954168796539307,0.08746148339277708
TxPert,22,NME1,-1.3829350471496582,-0.027303838729858438,-0.587781548500061,-0.3384740352630615,-0.220489501953125,-0.2782689929008484,0.08703291321204236
TxPert,23,HSP90AA1,-1.1013641357421875,-0.04488284587860109,-0.5647585988044739,-0.5716098546981812,-0.46791577339172363,-0.5168138146400452,0.0981504190385109
TxPert,24,HIST1H1C,-1.1229499578475952,-0.12361791133880619,-0.7272053360939026,-0.19139748811721802,-0.08652842044830322,-0.13506247103214264,0.0678248806442291
TxPert,25,PHGDH,-0.09571504592895508,1.0569012761116028,0.5408003926277161,0.11747929453849792,0.14684373140335083,0.13095210492610931,0.025476332673189092
TxPert,26,DDIT4,-0.09793896973133087,1.1605131983757018,0.6102067828178406,0.23203782737255096,0.3049415946006775,0.27077966928482056,0.05793129772885097
TxPert,27,TRIB3,-0.12752249836921692,1.0274544119834896,0.509687066078186,0.5914906144142151,0.629887580871582,0.612424910068512,0.033244791400757305
TxPert,28,TCEA1,0.01172510981559756,1.0360468864440917,0.5301353931427002,0.26705580949783325,0.3597078323364258,0.31950655579566956,0.09045206784878888
TxPert,29,HSPA5,-0.17610889673233032,1.200114369392395,0.5235221982002258,-0.26379817724227905,0.09204822778701782,-0.06943491101264954,0.19485001534267435
TxPert,30,MALAT1,0.018950605392456077,1.488926601409912,0.7895403504371643,0.8342397212982178,1.0368034839630127,0.9224488735198975,0.13780072818440056
TxPert,31,FTH1,0.1930243253707886,1.2540729999542235,0.7399731278419495,0.6512775421142578,0.7572743892669678,0.701122522354126,0.09989819476879708
TxPert,32,EIF1,0.11389899253845218,1.0271939277648925,0.5982667207717896,0.5416020154953003,0.6594041585922241,0.603132963180542,0.12898587143452866
TxPert,33,TPT1,0.28814363479614263,1.1829932928085327,0.7921653985977173,0.6103048324584961,0.6877422332763672,0.6495380997657776,0.0865367719867854
TxPert,34,RPS27,0.17542796134948732,0.98218252658844,0.603273332118988,0.24512767791748047,0.5962629318237305,0.4280916750431061,0.435244210613481
TxPert,35,RPS18,0.20805084705352786,0.8537427425384521,0.5383451581001282,0.3893909454345703,0.6380825042724609,0.49309831857681274,0.3851551499668732
TxPert,36,ZFAS1,-0.00503891706466674,1.0363879680633545,0.5598055720329285,0.7654718160629272,0.9134913682937622,0.8434600234031677,0.1421314874280772
